row_id,columns,error_type,right_value,error_value,missing_value,constraint,tuple_pairs
855,PhoneNumber,rule_violation,2059216200,x059x16x00,0,"Constraint Violation: The HospitalName of Row 855 is equal to the HospitalName of Row 865, and The PhoneNumber of Row 855 is different from the PhoneNumber of Row 865.","(855, 865)"
857,Address1,rule_violation,1256 military street south,1256 military street sxuth,0,"Constraint Violation: The HospitalName of Row 857 is equal to the HospitalName of Row 858, and The Address1 of Row 857 is different from the Address1 of Row 858.","(857, 858)"
859,ProviderNumber,rule_violation,10044,1xx44,0,"Constraint Violation: The HospitalName of Row 858 is equal to the HospitalName of Row 859, and The ProviderNumber of Row 858 is different from the ProviderNumber of Row 859.","(858, 859)"
860,Score,pattern_violation,80%,80x,0,,
865,PhoneNumber,rule_violation,2059216200,20x9216200,0,"Constraint Violation: The HospitalName of Row 865 is equal to the HospitalName of Row 870, and The PhoneNumber of Row 865 is different from the PhoneNumber of Row 870.","(865, 870)"
865,MeasureCode,rule_violation,pn-4,px-4,0,"Constraint Violation: The MeasureName of Row 815 is equal to the MeasureName of Row 865, and The MeasureCode of Row 815 is different from the MeasureCode of Row 865.","(815, 865)"
866,EmergencyService,rule_violation,yes,yxs,0,"Constraint Violation: The ZipCode of Row 861 is equal to the ZipCode of Row 866, and The EmergencyService of Row 861 is different from the EmergencyService of Row 866.","(861, 866)"
866,Sample,pattern_violation,121 patients,121 patiexts,0,,
868,HospitalOwner,rule_violation,voluntary non-profit - private,voluxtary xox-profit - private,0,"Constraint Violation: The HospitalName of Row 858 is equal to the HospitalName of Row 868, and The HospitalOwner of Row 858 is different from the HospitalOwner of Row 868.","(858, 868)"
869,Condition,rule_violation,surgical infection prevention,surgical ixfectiox prevextiox,0,"Constraint Violation: The MeasureCode of Row 844 is equal to the MeasureCode of Row 869, and The Condition of Row 844 is different from the Condition of Row 869.","(844, 869)"
872,HospitalOwner,rule_violation,voluntary non-profit - private,voluntaxy non-pxofit - pxivate,0,"Constraint Violation: The HospitalName of Row 858 is equal to the HospitalName of Row 872, and The HospitalOwner of Row 858 is different from the HospitalOwner of Row 872.","(858, 872)"
872,Sample,pattern_violation,15 patients,15 patiexts,0,,
877,HospitalType,pattern_violation,acute care hospitals,acute care hoxpitalx,0,,
878,ProviderNumber,rule_violation,10045,1xx45,0,"Constraint Violation: The HospitalName of Row 878 is equal to the HospitalName of Row 887, and The ProviderNumber of Row 878 is different from the ProviderNumber of Row 887.","(878, 887)"
881,PhoneNumber,rule_violation,2059325966,x0593x5966,0,"Constraint Violation: The HospitalName of Row 878 is equal to the HospitalName of Row 881, and The PhoneNumber of Row 878 is different from the PhoneNumber of Row 881.","(878, 881)"
883,PhoneNumber,rule_violation,2059325966,x0593x5966,0,"Constraint Violation: The HospitalName of Row 883 is equal to the HospitalName of Row 901, and The PhoneNumber of Row 883 is different from the PhoneNumber of Row 901.","(883, 901)"
884,State,rule_violation,al,xl,0,"Constraint Violation: The HospitalName of Row 882 is equal to the HospitalName of Row 884, and The PhoneNumber of Row 882 is equal to the PhoneNumber of Row 884, and The HospitalOwner of Row 882 is equal to the HospitalOwner of Row 884, and The State of Row 882 is different from the State of Row 884.","(882, 884)"
886,State,rule_violation,al,xl,0,"Constraint Violation: The HospitalName of Row 886 is equal to the HospitalName of Row 898, and The PhoneNumber of Row 886 is equal to the PhoneNumber of Row 898, and The HospitalOwner of Row 886 is equal to the HospitalOwner of Row 898, and The State of Row 886 is different from the State of Row 898.","(886, 898)"
888,ProviderNumber,rule_violation,10045,x0045,0,"Constraint Violation: The HospitalName of Row 888 is equal to the HospitalName of Row 899, and The ProviderNumber of Row 888 is different from the ProviderNumber of Row 899.","(888, 899)"
888,Score,pattern_violation,85%,x5%,0,,
889,EmergencyService,rule_violation,yes,yex,0,"Constraint Violation: The ZipCode of Row 879 is equal to the ZipCode of Row 889, and The EmergencyService of Row 879 is different from the EmergencyService of Row 889.","(879, 889)"
893,MeasureName,rule_violation,pneumonia patients assessed and given influenza vaccination,pneumonia patients assessed and given influenza vaxxination,0,"Constraint Violation: The MeasureCode of Row 260 is equal to the MeasureCode of Row 893, and The MeasureName of Row 260 is different from the MeasureName of Row 893.","(260, 893)"
895,City,rule_violation,fayette,faxette,0,"Constraint Violation: The HospitalName of Row 895 is equal to the HospitalName of Row 896, and The City of Row 895 is different from the City of Row 896.","(895, 896)"
895,CountyName,pattern_violation,fayette,fayexxe,0,,
902,HospitalType,pattern_violation,acute care hospitals,acutexcarexhospitals,0,,
902,MeasureName,rule_violation,children who received reliever medication while hospitalized for asthma,childrenxwhoxreceivedxrelieverxmedicationxwhilexhospitalizedxforxasthma,0,"Constraint Violation: The MeasureCode of Row 766 is equal to the MeasureCode of Row 902, and The MeasureName of Row 766 is different from the MeasureName of Row 902.","(766, 902)"
903,HospitalName,rule_violation,riverview regional medical center,rivxrvixw rxgional mxdical cxntxr,0,"Constraint Violation: The ProviderNumber of Row 903 is equal to the ProviderNumber of Row 918, and The HospitalName of Row 903 is different from the HospitalName of Row 918.","(903, 918)"
905,Sample,pattern_violation,126 patients,126 patxents,0,,
915,Address1,rule_violation,600 south third street,600 souxh xhird sxreex,0,"Constraint Violation: The HospitalName of Row 915 is equal to the HospitalName of Row 923, and The Address1 of Row 915 is different from the Address1 of Row 923.","(915, 923)"
915,MeasureName,rule_violation,heart failure patients given smoking cessation advice/counseling,hearx failure paxienxs given smoking cessaxion advice/counseling,0,"Constraint Violation: The MeasureCode of Row 229 is equal to the MeasureCode of Row 915, and The MeasureName of Row 229 is different from the MeasureName of Row 915.","(229, 915)"
916,PhoneNumber,rule_violation,2565435200,x565435x00,0,"Constraint Violation: The HospitalName of Row 913 is equal to the HospitalName of Row 916, and The PhoneNumber of Row 913 is different from the PhoneNumber of Row 916.","(913, 916)"
917,CountyName,rule_violation,etowah,etowxh,0,"Constraint Violation: The City of Row 816 is equal to the City of Row 917, and The CountyName of Row 816 is different from the CountyName of Row 917.","(816, 917)"
919,EmergencyService,rule_violation,yes,yex,0,"Constraint Violation: The ZipCode of Row 919 is equal to the ZipCode of Row 925, and The EmergencyService of Row 919 is different from the EmergencyService of Row 925.","(919, 925)"
920,Stateavg,rule_violation,al_pn-6,alxpn-6,0,"Constraint Violation: The MeasureCode of Row 920 is equal to the MeasureCode of Row 970, and The Stateavg of Row 920 is different from the Stateavg of Row 970.","(920, 970)"
921,HospitalName,rule_violation,riverview regional medical center,xivexview xegional medical centex,0,"Constraint Violation: The ProviderNumber of Row 909 is equal to the ProviderNumber of Row 921, and The HospitalName of Row 909 is different from the HospitalName of Row 921.","(909, 921)"
921,EmergencyService,rule_violation,yes,yxs,0,"Constraint Violation: The ZipCode of Row 909 is equal to the ZipCode of Row 921, and The EmergencyService of Row 909 is different from the EmergencyService of Row 921.","(909, 921)"
922,HospitalName,rule_violation,riverview regional medical center,riverview rexional medical center,0,"Constraint Violation: The ProviderNumber of Row 922 is equal to the ProviderNumber of Row 924, and The HospitalName of Row 922 is different from the HospitalName of Row 924.","(922, 924)"
922,State,pattern_violation,al,ax,0,,
923,ZipCode,rule_violation,35901,3590x,0,"Constraint Violation: The HospitalName of Row 916 is equal to the HospitalName of Row 923, and The ZipCode of Row 916 is different from the ZipCode of Row 923.","(916, 923)"
926,HospitalType,pattern_violation,acute care hospitals,acuxe care hospixals,0,,
930,MeasureCode,rule_violation,ami-1,amix1,0,"Constraint Violation: The MeasureName of Row 466 is equal to the MeasureName of Row 930, and The MeasureCode of Row 466 is different from the MeasureCode of Row 930.","(466, 930)"
933,ProviderNumber,rule_violation,10047,1xx47,0,"Constraint Violation: The HospitalName of Row 933 is equal to the HospitalName of Row 951, and The ProviderNumber of Row 933 is different from the ProviderNumber of Row 951.","(933, 951)"
934,Address1,rule_violation,515 miranda st,515 miranda sx,0,"Constraint Violation: The HospitalName of Row 934 is equal to the HospitalName of Row 954, and The Address1 of Row 934 is different from the Address1 of Row 954.","(934, 954)"
935,Address1,rule_violation,515 miranda st,515 miranxa st,0,"Constraint Violation: The HospitalName of Row 935 is equal to the HospitalName of Row 944, and The Address1 of Row 935 is different from the Address1 of Row 944.","(935, 944)"
938,HospitalName,rule_violation,georgiana hospital,georgiaxa hospital,0,"Constraint Violation: The ProviderNumber of Row 938 is equal to the ProviderNumber of Row 943, and The HospitalName of Row 938 is different from the HospitalName of Row 943.","(938, 943)"
943,CountyName,rule_violation,butler,butxer,0,"Constraint Violation: The City of Row 942 is equal to the City of Row 943, and The CountyName of Row 942 is different from the CountyName of Row 943.","(942, 943)"
945,Address1,rule_violation,515 miranda st,515 mirxndx st,0,"Constraint Violation: The HospitalName of Row 945 is equal to the HospitalName of Row 948, and The Address1 of Row 945 is different from the Address1 of Row 948.","(945, 948)"
949,City,rule_violation,georgiana,geoxgiana,0,"Constraint Violation: The HospitalName of Row 949 is equal to the HospitalName of Row 952, and The City of Row 949 is different from the City of Row 952.","(949, 952)"
949,HospitalType,pattern_violation,acute care hospitals,acute care hosxitals,0,,
955,ProviderNumber,rule_violation,10049,1004x,0,"Constraint Violation: The HospitalName of Row 955 is equal to the HospitalName of Row 970, and The ProviderNumber of Row 955 is different from the ProviderNumber of Row 970.","(955, 970)"
955,Condition,rule_violation,heart attack,hexrt attxck,0,"Constraint Violation: The MeasureCode of Row 379 is equal to the MeasureCode of Row 955, and The Condition of Row 379 is different from the Condition of Row 955.","(379, 955)"
956,HospitalName,rule_violation,medical center enterprise,medixal xenter enterprise,0,"Constraint Violation: The ProviderNumber of Row 956 is equal to the ProviderNumber of Row 976, and The HospitalName of Row 956 is different from the HospitalName of Row 976.","(956, 976)"
956,Address1,pattern_violation,400 n edwards street,400xnxedwardsxstreet,0,,
956,HospitalType,pattern_violation,acute care hospitals,acute xare hospitals,0,,
960,City,rule_violation,enterprise,enterprxse,0,"Constraint Violation: The HospitalName of Row 960 is equal to the HospitalName of Row 967, and The City of Row 960 is different from the City of Row 967.","(960, 967)"
962,HospitalName,rule_violation,medical center enterprise,medxcal center enterprxse,0,"Constraint Violation: The ProviderNumber of Row 962 is equal to the ProviderNumber of Row 977, and The HospitalName of Row 962 is different from the HospitalName of Row 977.","(962, 977)"
964,HospitalType,pattern_violation,acute care hospitals,acutexcarexhospitals,0,,
966,CountyName,rule_violation,coffee,cxffee,0,"Constraint Violation: The City of Row 959 is equal to the City of Row 966, and The CountyName of Row 959 is different from the CountyName of Row 966.","(959, 966)"
968,City,rule_violation,enterprise,xntxrprisx,0,"Constraint Violation: The HospitalName of Row 968 is equal to the HospitalName of Row 978, and The City of Row 968 is different from the City of Row 978.","(968, 978)"
972,Sample,pattern_violation,27 patients,27 paxienxs,0,,
974,Condition,rule_violation,surgical infection prevention,surgical xnfection prevention,0,"Constraint Violation: The MeasureCode of Row 63 is equal to the MeasureCode of Row 974, and The Condition of Row 63 is different from the Condition of Row 974.","(63, 974)"
976,HospitalType,pattern_violation,acute care hospitals,acutexcarexhospitals,0,,
985,City,rule_violation,oneonta,onxonta,0,"Constraint Violation: The HospitalName of Row 985 is equal to the HospitalName of Row 989, and The City of Row 985 is different from the City of Row 989.","(985, 989)"
986,Address1,rule_violation,150 gilbreath drive,150 gilxreath drive,0,"Constraint Violation: The HospitalName of Row 986 is equal to the HospitalName of Row 989, and The Address1 of Row 986 is different from the Address1 of Row 989.","(986, 989)"
987,HospitalName,rule_violation,st vincents blount,st vincents bxount,0,"Constraint Violation: The ProviderNumber of Row 987 is equal to the ProviderNumber of Row 993, and The HospitalName of Row 987 is different from the HospitalName of Row 993.","(987, 993)"
997,MeasureName,rule_violation,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,surgery pxtients who were txking hexrt drugs cxlled betx blockers before coming to the hospitxl who were kept on the betx blockers during the period just before xnd xfter their surgery,0,"Constraint Violation: The MeasureCode of Row 633 is equal to the MeasureCode of Row 997, and The MeasureName of Row 633 is different from the MeasureName of Row 997.","(633, 997)"
