row_id,column,error_type,error_value,right_value,missing_value,constraint,tuple_pairs
845,title,pattern_violation,_on Flux,Æon Flux,0
8268,language,pattern_violation,en,English,0
8269,language,pattern_violation,en,English,0
8270,language,pattern_violation,en,English,0
8271,language,pattern_violation,en,English,0
8272,language,pattern_violation,en,English,0
8273,language,pattern_violation,en,English,0
8274,language,pattern_violation,en,English,0
8275,language,pattern_violation,en,English,0
8276,language,pattern_violation,en,English,0
8277,language,pattern_violation,en,English,0
8278,language,pattern_violation,en,English,0
8279,language,pattern_violation,en,English,0
8280,language,pattern_violation,en,English,0
8281,language,pattern_violation,en,English,0
8282,language,pattern_violation,en,English,0
8283,language,pattern_violation,en,English,0
8284,language,pattern_violation,en,English,0
8285,language,pattern_violation,en,English,0
8286,language,pattern_violation,en,English,0
8287,language,pattern_violation,en,English,0
8288,language,pattern_violation,en,English,0
8289,language,pattern_violation,es,Spanish,0
8290,language,pattern_violation,en,English,0
8291,language,pattern_violation,en,English,0
8292,language,pattern_violation,en,English,0
8293,language,pattern_violation,en,English,0
8294,language,pattern_violation,en,English,0
8295,language,pattern_violation,en,English,0
8296,language,pattern_violation,en,English,0
8297,language,pattern_violation,en,English,0
8298,language,pattern_violation,en,English,0
8299,language,pattern_violation,en,English,0
8300,language,pattern_violation,en,English,0
8301,language,pattern_violation,en,English,0
8302,language,pattern_violation,en,English,0
8303,language,pattern_violation,en,English,0
8304,language,pattern_violation,en,English,0
8305,language,pattern_violation,en,English,0
8306,language,pattern_violation,en,English,0
8307,language,pattern_violation,en,English,0
8308,language,pattern_violation,en,English,0
8309,language,pattern_violation,en,English,0
8310,language,pattern_violation,en,English,0
8311,language,pattern_violation,en,English,0
8312,language,pattern_violation,en,English,0
8313,language,pattern_violation,en,English,0
8314,language,pattern_violation,en,English,0
8315,language,pattern_violation,en,English,0
8316,language,pattern_violation,en,English,0
8317,language,pattern_violation,en,English,0
8318,language,pattern_violation,en,English,0
8319,language,pattern_violation,en,English,0
8320,language,pattern_violation,en,English,0
8321,language,pattern_violation,en,English,0
8322,language,pattern_violation,es,Spanish,0
8323,language,pattern_violation,en,English,0
8324,language,pattern_violation,en,English,0
8325,language,pattern_violation,pt,Portuguese,0
8326,language,pattern_violation,en,English,0
8327,language,pattern_violation,en,English,0
8328,language,pattern_violation,en,English,0
8329,language,pattern_violation,ru,Russian,0
8330,language,pattern_violation,en,English,0
8331,language,pattern_violation,en,English,0
8332,language,pattern_violation,en,English,0
8333,language,pattern_violation,en,English,0
8334,language,pattern_violation,en,English,0
8335,language,pattern_violation,en,English,0
8336,language,pattern_violation,en,English,0
8337,language,pattern_violation,en,English,0
8338,language,pattern_violation,en,English,0
8339,language,pattern_violation,en,English,0
8340,language,pattern_violation,en,English,0
8341,language,pattern_violation,en,English,0
8342,language,pattern_violation,en,English,0
8343,language,pattern_violation,en,English,0
8344,language,pattern_violation,en,English,0
8345,language,pattern_violation,en,English,0
8346,language,pattern_violation,pt,Portuguese,0
8347,language,pattern_violation,en,English,0
8348,language,pattern_violation,en,English,0
8349,language,pattern_violation,en,English,0
8350,language,pattern_violation,en,English,0
8351,language,pattern_violation,en,English,0
8352,language,pattern_violation,en,English,0
8353,language,pattern_violation,en,English,0
8354,language,pattern_violation,en,English,0
8355,language,pattern_violation,en,English,0
8356,language,pattern_violation,en,English,0
8357,language,pattern_violation,en,English,0
8358,language,pattern_violation,en,English,0
8359,language,pattern_violation,en,English,0
8360,language,pattern_violation,en,English,0
8361,language,pattern_violation,en,English,0
8362,language,pattern_violation,en,English,0
8363,language,pattern_violation,en,English,0
8364,language,pattern_violation,en,English,0
8365,language,pattern_violation,en,English,0
8366,language,pattern_violation,en,English,0
8367,language,pattern_violation,es,Spanish,0
8368,language,pattern_violation,en,English,0
8369,language,pattern_violation,en,English,0
8370,language,pattern_violation,en,English,0
8371,language,pattern_violation,en,English,0
8372,language,pattern_violation,es,Spanish,0
8374,language,pattern_violation,en,English,0
8375,language,pattern_violation,en,English,0
8376,language,pattern_violation,en,English,0
8377,language,pattern_violation,en,English,0
8378,language,pattern_violation,en,English,0
8379,language,pattern_violation,en,English,0
8380,language,pattern_violation,en,English,0
8381,language,pattern_violation,en,English,0
8382,language,pattern_violation,en,English,0
8383,language,pattern_violation,en,English,0
8384,language,pattern_violation,en,English,0
8385,language,pattern_violation,en,English,0
8386,language,pattern_violation,en,English,0
8387,language,pattern_violation,en,English,0
8388,language,pattern_violation,en,English,0
8389,language,pattern_violation,fr,French,0
8390,language,pattern_violation,en,English,0
8391,language,pattern_violation,en,English,0
8392,language,pattern_violation,en,English,0
8393,language,pattern_violation,en,English,0
8394,language,pattern_violation,pt,Portuguese,0
8395,language,pattern_violation,en,English,0
8396,language,pattern_violation,en,English,0
8397,language,pattern_violation,en,English,0
8398,language,pattern_violation,da,Danish,0
8399,language,pattern_violation,en,English,0
8400,language,pattern_violation,en,English,0
8401,language,pattern_violation,en,English,0
8402,language,pattern_violation,en,English,0
8403,language,pattern_violation,en,English,0
8404,language,pattern_violation,fr,French,0
8405,language,pattern_violation,en,English,0
8406,language,pattern_violation,en,English,0
8407,language,pattern_violation,en,English,0
8408,language,pattern_violation,es,Spanish,0
8409,language,pattern_violation,en,English,0
8410,language,pattern_violation,en,English,0
8411,language,pattern_violation,en,English,0
8412,language,pattern_violation,en,English,0
8413,language,pattern_violation,en,English,0
8414,language,pattern_violation,en,English,0
8415,language,pattern_violation,en,English,0
8416,language,pattern_violation,en,English,0
8417,language,pattern_violation,en,English,0
8418,language,pattern_violation,en,English,0
8419,language,pattern_violation,en,English,0
8420,language,pattern_violation,zh,Chinese,0
8421,language,pattern_violation,en,English,0
8422,language,pattern_violation,en,English,0
8423,language,pattern_violation,en,English,0
8424,language,pattern_violation,en,English,0
8425,language,pattern_violation,en,English,0
8426,language,pattern_violation,en,English,0
8427,language,pattern_violation,en,English,0
8428,language,pattern_violation,en,English,0
8429,language,pattern_violation,ja,Japanese,0
8430,language,pattern_violation,en,English,0
8431,language,pattern_violation,en,English,0
8432,language,pattern_violation,en,English,0
8433,language,pattern_violation,en,English,0
8434,language,pattern_violation,en,English,0
8435,language,pattern_violation,en,English,0
8436,language,pattern_violation,en,English,0
8437,language,pattern_violation,en,English,0
8438,language,pattern_violation,en,English,0
8439,language,pattern_violation,en,English,0
8440,language,pattern_violation,en,English,0
8441,language,pattern_violation,en,English,0
8442,language,pattern_violation,en,English,0
8443,language,pattern_violation,en,English,0
8444,language,pattern_violation,en,English,0
8445,language,pattern_violation,en,English,0
8446,language,pattern_violation,en,English,0
8447,language,pattern_violation,en,English,0
8448,language,pattern_violation,en,English,0
8449,language,pattern_violation,en,English,0
8450,language,pattern_violation,en,English,0
8451,language,pattern_violation,en,English,0
8452,language,pattern_violation,en,English,0
8453,language,pattern_violation,en,English,0
8454,language,pattern_violation,en,English,0
8455,language,pattern_violation,en,English,0
8456,language,pattern_violation,en,English,0
8457,language,pattern_violation,en,English,0
8458,language,pattern_violation,en,English,0
8459,language,pattern_violation,en,English,0
8460,language,pattern_violation,en,English,0
8461,language,pattern_violation,en,English,0
8462,language,pattern_violation,en,English,0
8463,language,pattern_violation,en,English,0
8465,language,pattern_violation,en,English,0
8466,language,pattern_violation,en,English,0
8467,language,pattern_violation,en,English,0
8468,language,pattern_violation,ko,Korean,0
8469,language,pattern_violation,en,English,0
8470,language,pattern_violation,en,English,0
8471,language,pattern_violation,es,Spanish,0
8472,language,pattern_violation,en,English,0
8473,language,pattern_violation,en,English,0
8474,language,pattern_violation,en,English,0
8475,language,pattern_violation,en,English,0
8476,language,pattern_violation,en,English,0
8477,language,pattern_violation,en,English,0
8478,language,pattern_violation,en,English,0
8479,language,pattern_violation,en,English,0
8480,language,pattern_violation,de,German,0
8481,language,pattern_violation,en,English,0
8482,language,pattern_violation,en,English,0
8483,language,pattern_violation,en,English,0
8484,language,pattern_violation,en,English,0
8485,language,pattern_violation,en,English,0
8486,language,pattern_violation,en,English,0
8487,language,pattern_violation,en,English,0
8488,language,pattern_violation,en,English,0
8489,language,pattern_violation,en,English,0
8490,language,pattern_violation,en,English,0
8491,language,pattern_violation,en,English,0
8492,language,pattern_violation,en,English,0
8493,language,pattern_violation,en,English,0
8494,language,pattern_violation,en,English,0
8495,language,pattern_violation,en,English,0
8496,language,pattern_violation,en,English,0
8497,language,pattern_violation,en,English,0
8498,language,pattern_violation,en,English,0
8499,language,pattern_violation,en,English,0
8500,language,pattern_violation,en,English,0
8501,language,pattern_violation,en,English,0
8502,language,pattern_violation,pt,Portuguese,0
8503,language,pattern_violation,en,English,0
8504,language,pattern_violation,en,English,0
8505,language,pattern_violation,en,English,0
8506,language,pattern_violation,en,English,0
8507,language,pattern_violation,en,English,0
8508,language,pattern_violation,fr,French,0
8509,language,pattern_violation,en,English,0
8510,language,pattern_violation,en,English,0
8511,language,pattern_violation,en,English,0
8512,language,pattern_violation,en,English,0
8513,language,pattern_violation,en,English,0
8514,language,pattern_violation,en,English,0
8515,language,pattern_violation,en,English,0
8516,language,pattern_violation,en,English,0
8517,language,pattern_violation,en,English,0
8518,language,pattern_violation,en,English,0
8519,language,pattern_violation,en,English,0
8520,language,pattern_violation,en,English,0
8521,language,pattern_violation,en,English,0
8522,language,pattern_violation,en,English,0
8524,language,pattern_violation,en,English,0
8525,language,pattern_violation,en,English,0
8526,language,pattern_violation,en,English,0
8528,language,pattern_violation,en,English,0
8529,language,pattern_violation,en,English,0
8530,language,pattern_violation,en,English,0
8531,language,pattern_violation,es,Spanish,0
8532,language,pattern_violation,zh,Chinese,0
8533,language,pattern_violation,en,English,0
8534,language,pattern_violation,en,English,0
8535,language,pattern_violation,en,English,0
8536,language,pattern_violation,en,English,0
8537,language,pattern_violation,en,English,0
8538,language,pattern_violation,en,English,0
8539,language,pattern_violation,en,English,0
8540,language,pattern_violation,en,English,0
8541,language,pattern_violation,en,English,0
8542,language,pattern_violation,en,English,0
8543,language,pattern_violation,en,English,0
8544,language,pattern_violation,en,English,0
8545,language,pattern_violation,en,English,0
8546,language,pattern_violation,fr,French,0
8547,language,pattern_violation,en,English,0
8548,language,pattern_violation,en,English,0
8549,language,pattern_violation,en,English,0
8550,language,pattern_violation,en,English,0
8551,language,pattern_violation,en,English,0
8552,language,pattern_violation,en,English,0
8553,language,pattern_violation,en,English,0
8554,language,pattern_violation,en,English,0
8555,language,pattern_violation,en,English,0
8556,language,pattern_violation,en,English,0
8557,language,pattern_violation,en,English,0
8558,language,pattern_violation,en,English,0
8559,language,pattern_violation,de,German,0
8560,language,pattern_violation,en,English,0
8561,language,pattern_violation,en,English,0
8562,language,pattern_violation,en,English,0
8563,language,pattern_violation,de,German,0
8564,language,pattern_violation,en,English,0
8565,language,pattern_violation,en,English,0
8566,language,pattern_violation,en,English,0
8567,language,pattern_violation,en,English,0
8568,language,pattern_violation,en,English,0
8569,language,pattern_violation,en,English,0
8570,language,pattern_violation,en,English,0
8571,language,pattern_violation,en,English,0
8572,language,pattern_violation,en,English,0
8573,language,pattern_violation,en,English,0
8574,language,pattern_violation,en,English,0
8575,language,pattern_violation,en,English,0
8576,language,pattern_violation,en,English,0
8577,language,pattern_violation,en,English,0
8578,language,pattern_violation,en,English,0
8579,language,pattern_violation,en,English,0
8580,language,pattern_violation,en,English,0
8581,language,pattern_violation,en,English,0
8582,language,pattern_violation,en,English,0
8583,language,pattern_violation,en,English,0
8584,language,pattern_violation,en,English,0
8585,language,pattern_violation,en,English,0
8586,language,pattern_violation,en,English,0
8587,language,pattern_violation,en,English,0
8588,language,pattern_violation,en,English,0
8589,language,pattern_violation,en,English,0
8590,language,pattern_violation,en,English,0
8591,language,pattern_violation,en,English,0
8592,language,pattern_violation,en,English,0
8593,language,pattern_violation,en,English,0
8594,language,pattern_violation,es,Spanish,0
8595,language,pattern_violation,en,English,0
8596,language,pattern_violation,en,English,0
8597,language,pattern_violation,en,English,0
8598,language,pattern_violation,de,German,0
8599,language,pattern_violation,en,English,0
8600,language,pattern_violation,en,English,0
8601,language,pattern_violation,en,English,0
8602,language,pattern_violation,en,English,0
8603,language,pattern_violation,en,English,0
8604,language,pattern_violation,en,English,0
8605,language,pattern_violation,en,English,0
8606,language,pattern_violation,cn,Chinese,0
8607,language,pattern_violation,en,English,0
8608,language,pattern_violation,en,English,0
8609,language,pattern_violation,de,German,0
8610,language,pattern_violation,en,English,0
8611,language,pattern_violation,en,English,0
8612,language,pattern_violation,en,English,0
8613,language,pattern_violation,fr,French,0
8614,language,pattern_violation,en,English,0
8615,language,pattern_violation,en,English,0
8616,language,pattern_violation,en,English,0
8617,language,pattern_violation,es,Spanish,0
8618,language,pattern_violation,en,English,0
8619,language,pattern_violation,en,English,0
8620,language,pattern_violation,en,English,0
8621,language,pattern_violation,en,English,0
8622,language,pattern_violation,en,English,0
8623,language,pattern_violation,en,English,0
8624,language,pattern_violation,en,English,0
8625,language,pattern_violation,en,English,0
8626,language,pattern_violation,en,English,0
8627,language,pattern_violation,en,English,0
8628,language,pattern_violation,en,English,0
8629,language,pattern_violation,en,English,0
8630,language,pattern_violation,en,English,0
8631,language,pattern_violation,en,English,0
8632,language,pattern_violation,he,Hebrew,0
8633,language,pattern_violation,en,English,0
8634,language,pattern_violation,en,English,0
8635,language,pattern_violation,en,English,0
8636,language,pattern_violation,en,English,0
8637,language,pattern_violation,en,English,0
8638,language,pattern_violation,en,English,0
8639,language,pattern_violation,en,English,0
8640,language,pattern_violation,en,English,0
8641,language,pattern_violation,en,English,0
8642,language,pattern_violation,fr,French,0
8643,language,pattern_violation,en,English,0
8644,language,pattern_violation,en,English,0
8645,language,pattern_violation,en,English,0
8646,language,pattern_violation,en,English,0
8647,language,pattern_violation,en,English,0
8648,language,pattern_violation,en,English,0
8649,language,pattern_violation,en,English,0
8650,language,pattern_violation,en,English,0
8651,language,pattern_violation,en,English,0
8652,language,pattern_violation,en,English,0
8653,language,pattern_violation,en,English,0
8654,language,pattern_violation,en,English,0
8655,language,pattern_violation,en,English,0
8656,language,pattern_violation,en,English,0
8657,language,pattern_violation,en,English,0
8658,language,pattern_violation,en,English,0
8659,language,pattern_violation,en,English,0
8660,language,pattern_violation,en,English,0
8661,language,pattern_violation,en,English,0
8662,language,pattern_violation,en,English,0
8663,language,pattern_violation,en,English,0
8664,language,pattern_violation,en,English,0
8665,language,pattern_violation,en,English,0
8666,language,pattern_violation,en,English,0
8667,language,pattern_violation,en,English,0
8668,language,pattern_violation,en,English,0
8669,language,pattern_violation,en,English,0
8670,language,pattern_violation,en,English,0
8671,language,pattern_violation,en,English,0
8672,language,pattern_violation,en,English,0
8673,language,pattern_violation,en,English,0
8674,language,pattern_violation,en,English,0
8675,language,pattern_violation,en,English,0
8676,language,pattern_violation,en,English,0
8677,language,pattern_violation,en,English,0
8678,language,pattern_violation,de,German,0
8679,language,pattern_violation,en,English,0
8680,language,pattern_violation,en,English,0
8681,language,pattern_violation,en,English,0
8682,language,pattern_violation,en,English,0
8683,language,pattern_violation,en,English,0
8684,language,pattern_violation,en,English,0
8685,language,pattern_violation,en,English,0
8686,language,pattern_violation,en,English,0
8687,language,pattern_violation,en,English,0
8688,language,pattern_violation,en,English,0
8689,language,pattern_violation,en,English,0
8690,language,pattern_violation,en,English,0
8691,language,pattern_violation,ar,Arabic,0
8692,language,pattern_violation,fr,French,0
8693,language,pattern_violation,hi,Hindi,0
8694,language,pattern_violation,en,English,0
8695,language,pattern_violation,en,English,0
8696,language,pattern_violation,en,English,0
8697,language,pattern_violation,en,English,0
8698,language,pattern_violation,en,English,0
8699,language,pattern_violation,en,English,0
8700,language,pattern_violation,en,English,0
8701,language,pattern_violation,es,Spanish,0
8702,language,pattern_violation,en,English,0
8703,language,pattern_violation,en,English,0
8704,language,pattern_violation,en,English,0
8705,language,pattern_violation,en,English,0
8707,language,pattern_violation,en,English,0
8708,language,pattern_violation,en,English,0
8709,language,pattern_violation,en,English,0
8710,language,pattern_violation,en,English,0
8711,language,pattern_violation,en,English,0
8712,language,pattern_violation,en,English,0
8713,language,pattern_violation,en,English,0
8714,language,pattern_violation,en,English,0
8715,language,pattern_violation,en,English,0
8716,language,pattern_violation,de,German,0
8717,language,pattern_violation,en,English,0
8718,language,pattern_violation,en,English,0
8719,language,pattern_violation,es,Spanish,0
8720,language,pattern_violation,en,English,0
8721,language,pattern_violation,en,English,0
8722,language,pattern_violation,en,English,0
8723,language,pattern_violation,en,English,0
8724,language,pattern_violation,en,English,0
8725,language,pattern_violation,hi,Hindi,0
8726,language,pattern_violation,en,English,0
8727,language,pattern_violation,en,English,0
8728,language,pattern_violation,en,English,0
8729,language,pattern_violation,en,English,0
8730,language,pattern_violation,en,English,0
8731,language,pattern_violation,en,English,0
8732,language,pattern_violation,en,English,0
8733,language,pattern_violation,ar,Arabic,0
8734,language,pattern_violation,en,English,0
8735,language,pattern_violation,he,Hebrew,0
8736,language,pattern_violation,en,English,0
8737,language,pattern_violation,hi,Hindi,0
8738,language,pattern_violation,fr,French,0
8739,language,pattern_violation,en,English,0
8740,language,pattern_violation,en,English,0
8741,language,pattern_violation,en,English,0
8742,language,pattern_violation,en,English,0
8743,language,pattern_violation,en,English,0
8744,language,pattern_violation,en,English,0
8745,language,pattern_violation,en,English,0
8746,language,pattern_violation,en,English,0
8747,language,pattern_violation,en,English,0
8748,language,pattern_violation,en,English,0
8749,language,pattern_violation,en,English,0
8750,language,pattern_violation,en,English,0
8751,language,pattern_violation,en,English,0
8752,language,pattern_violation,en,English,0
8753,language,pattern_violation,es,Spanish,0
8754,language,pattern_violation,en,English,0
8755,language,pattern_violation,en,English,0
8756,language,pattern_violation,en,English,0
8757,language,pattern_violation,en,English,0
8758,language,pattern_violation,en,English,0
8759,language,pattern_violation,en,English,0
8760,language,pattern_violation,en,English,0
8761,language,pattern_violation,en,English,0
8762,language,pattern_violation,en,English,0
8763,language,pattern_violation,en,English,0
8764,language,pattern_violation,en,English,0
8765,language,pattern_violation,en,English,0
8766,language,pattern_violation,en,English,0
8767,language,pattern_violation,en,English,0
8768,language,pattern_violation,en,English,0
8769,language,pattern_violation,en,English,0
8770,language,pattern_violation,en,English,0
8771,language,pattern_violation,en,English,0
8772,language,pattern_violation,en,English,0
8773,language,pattern_violation,en,English,0
8774,language,pattern_violation,en,English,0
8775,language,pattern_violation,en,English,0
8776,language,pattern_violation,en,English,0
8777,language,pattern_violation,en,English,0
8778,language,pattern_violation,en,English,0
8779,language,pattern_violation,en,English,0
8780,language,pattern_violation,en,English,0
8781,language,pattern_violation,en,English,0
8782,language,pattern_violation,en,English,0
8783,language,pattern_violation,en,English,0
8784,language,pattern_violation,de,German,0
8785,language,pattern_violation,en,English,0
8786,language,pattern_violation,en,English,0
8787,language,pattern_violation,es,Spanish,0
8788,language,pattern_violation,en,English,0
8789,language,pattern_violation,en,English,0
8790,language,pattern_violation,en,English,0
8791,language,pattern_violation,en,English,0
8792,language,pattern_violation,fr,French,0
8793,language,pattern_violation,en,English,0
8794,language,pattern_violation,en,English,0
8795,language,pattern_violation,en,English,0
8796,language,pattern_violation,en,English,0
8797,language,pattern_violation,da,Danish,0
8798,language,pattern_violation,en,English,0
8799,language,pattern_violation,vi,Vietnamese,0
8800,language,pattern_violation,en,English,0
8801,language,pattern_violation,en,English,0
8803,language,pattern_violation,en,English,0
8804,language,pattern_violation,en,English,0
8805,language,pattern_violation,en,English,0
8806,title,pattern_violation,The 41__ear__ld Virgin Who Knocked Up Sarah Marshall and Felt Superbad About It,The 41–Year–Old Virgin Who Knocked Up Sarah Marshall and Felt Superbad About It,0
8806,language,pattern_violation,en,English,0
8807,language,pattern_violation,en,English,0
8808,language,pattern_violation,en,English,0
8809,language,pattern_violation,en,English,0
8810,language,pattern_violation,en,English,0
8811,language,pattern_violation,en,English,0
8812,language,pattern_violation,en,English,0
8813,language,pattern_violation,en,English,0
8814,language,pattern_violation,en,English,0
8815,language,pattern_violation,en,English,0
8816,language,pattern_violation,en,English,0
8817,language,pattern_violation,en,English,0
8818,language,pattern_violation,en,English,0
8819,language,pattern_violation,en,English,0
8820,language,pattern_violation,en,English,0
8821,language,pattern_violation,es,Spanish,0
8822,language,pattern_violation,hi,Hindi,0
8823,language,pattern_violation,en,English,0
8824,language,pattern_violation,en,English,0
8825,language,pattern_violation,en,English,0
8826,language,pattern_violation,en,English,0
8827,language,pattern_violation,en,English,0
8828,language,pattern_violation,en,English,0
8829,language,pattern_violation,it,Italian,0
8830,language,pattern_violation,pt,Portuguese,0
8831,language,pattern_violation,en,English,0
8832,language,pattern_violation,en,English,0
8833,language,pattern_violation,en,English,0
8834,language,pattern_violation,en,English,0
8835,language,pattern_violation,fr,French,0
8836,language,pattern_violation,en,English,0
8837,language,pattern_violation,en,English,0
8838,language,pattern_violation,en,English,0
8839,language,pattern_violation,en,English,0
8840,language,pattern_violation,en,English,0
8841,language,pattern_violation,en,English,0
8842,language,pattern_violation,en,English,0
8843,language,pattern_violation,en,English,0
8844,language,pattern_violation,en,English,0
8845,language,pattern_violation,en,English,0
8846,language,pattern_violation,en,English,0
8847,language,pattern_violation,en,English,0
8848,language,pattern_violation,en,English,0
8849,language,pattern_violation,en,English,0
8850,language,pattern_violation,en,English,0
8851,language,pattern_violation,en,English,0
8852,language,pattern_violation,en,English,0
8853,language,pattern_violation,id,Indonesian,0
8854,language,pattern_violation,en,English,0
8855,language,pattern_violation,en,English,0
8856,language,pattern_violation,en,English,0
8857,language,pattern_violation,en,English,0
8858,language,pattern_violation,hi,Hindi,0
8859,language,pattern_violation,en,English,0
8860,language,pattern_violation,en,English,0
8861,language,pattern_violation,en,English,0
8862,language,pattern_violation,en,English,0
8863,language,pattern_violation,en,English,0
8864,language,pattern_violation,en,English,0
8865,language,pattern_violation,en,English,0
8866,language,pattern_violation,en,English,0
8867,language,pattern_violation,en,English,0
8868,language,pattern_violation,en,English,0
8869,language,pattern_violation,en,English,0
8870,language,pattern_violation,en,English,0
8871,language,pattern_violation,ja,Japanese,0
8872,language,pattern_violation,en,English,0
8873,language,pattern_violation,en,English,0
8874,language,pattern_violation,en,English,0
8875,language,pattern_violation,en,English,0
8876,language,pattern_violation,en,English,0
8877,language,pattern_violation,en,English,0
8878,language,pattern_violation,en,English,0
8879,language,pattern_violation,en,English,0
8880,language,pattern_violation,en,English,0
8881,language,pattern_violation,en,English,0
8882,language,pattern_violation,en,English,0
8883,language,pattern_violation,en,English,0
8884,language,pattern_violation,en,English,0
8885,language,pattern_violation,en,English,0
8886,language,pattern_violation,en,English,0
8887,language,pattern_violation,en,English,0
8888,language,pattern_violation,en,English,0
8889,language,pattern_violation,en,English,0
8890,language,pattern_violation,en,English,0
8891,language,pattern_violation,en,English,0
8892,language,pattern_violation,en,English,0
8893,language,pattern_violation,en,English,0
8894,language,pattern_violation,en,English,0
8895,language,pattern_violation,en,English,0
8896,language,pattern_violation,en,English,0
8897,language,pattern_violation,en,English,0
8898,language,pattern_violation,hi,Hindi,0
8899,language,pattern_violation,en,English,0
8900,language,pattern_violation,en,English,0
8901,language,pattern_violation,en,English,0
8902,language,pattern_violation,en,English,0
8903,language,pattern_violation,en,English,0
8904,language,pattern_violation,he,Hebrew,0
8905,language,pattern_violation,en,English,0
8906,language,pattern_violation,en,English,0
8907,language,pattern_violation,en,English,0
8908,language,pattern_violation,id,Indonesian,0
8909,language,pattern_violation,en,English,0
8910,language,pattern_violation,en,English,0
8911,language,pattern_violation,en,English,0
8912,language,pattern_violation,en,English,0
8913,language,pattern_violation,en,English,0
8914,language,pattern_violation,en,English,0
8915,language,pattern_violation,en,English,0
8916,language,pattern_violation,en,English,0
8917,language,pattern_violation,en,English,0
8918,language,pattern_violation,en,English,0
8919,language,pattern_violation,en,English,0
8920,language,pattern_violation,en,English,0
8921,language,pattern_violation,en,English,0
8922,language,pattern_violation,en,English,0
8923,language,pattern_violation,en,English,0
8924,language,pattern_violation,en,English,0
8925,language,pattern_violation,en,English,0
8926,language,pattern_violation,en,English,0
8927,language,pattern_violation,en,English,0
8928,language,pattern_violation,en,English,0
8929,language,pattern_violation,en,English,0
8930,language,pattern_violation,en,English,0
8931,language,pattern_violation,es,Spanish,0
8932,language,pattern_violation,en,English,0
8933,language,pattern_violation,en,English,0
8934,language,pattern_violation,en,English,0
8935,language,pattern_violation,en,English,0
8936,language,pattern_violation,en,English,0
8937,language,pattern_violation,en,English,0
8938,language,pattern_violation,en,English,0
8939,language,pattern_violation,en,English,0
8940,language,pattern_violation,en,English,0
8941,language,pattern_violation,en,English,0
8942,language,pattern_violation,en,English,0
8943,language,pattern_violation,es,Spanish,0
8944,language,pattern_violation,de,German,0
8945,language,pattern_violation,en,English,0
8946,language,pattern_violation,en,English,0
8947,language,pattern_violation,en,English,0
8948,language,pattern_violation,en,English,0
8949,language,pattern_violation,en,English,0
8950,language,pattern_violation,en,English,0
8951,language,pattern_violation,en,English,0
8952,language,pattern_violation,en,English,0
8953,language,pattern_violation,en,English,0
8954,language,pattern_violation,en,English,0
8955,language,pattern_violation,en,English,0
8956,language,pattern_violation,en,English,0
8957,language,pattern_violation,en,English,0
8958,language,pattern_violation,de,German,0
8959,language,pattern_violation,en,English,0
8960,language,pattern_violation,en,English,0
8961,language,pattern_violation,ro,Romanian,0
8962,language,pattern_violation,en,English,0
8963,language,pattern_violation,en,English,0
8964,language,pattern_violation,en,English,0
8966,language,pattern_violation,en,English,0
8967,language,pattern_violation,en,English,0
8968,language,pattern_violation,en,English,0
8969,language,pattern_violation,en,English,0
8970,language,pattern_violation,en,English,0
8971,language,pattern_violation,fr,French,0
8972,language,pattern_violation,en,English,0
8973,language,pattern_violation,en,English,0
8974,language,pattern_violation,en,English,0
8975,language,pattern_violation,en,English,0
8976,language,pattern_violation,en,English,0
8977,language,pattern_violation,en,English,0
8978,language,pattern_violation,en,English,0
8980,language,pattern_violation,en,English,0
8981,language,pattern_violation,en,English,0
8982,language,pattern_violation,en,English,0
8983,language,pattern_violation,en,English,0
8984,language,pattern_violation,de,German,0
8985,language,pattern_violation,en,English,0
8986,language,pattern_violation,en,English,0
8987,language,pattern_violation,en,English,0
8988,language,pattern_violation,en,English,0
8989,language,pattern_violation,en,English,0
8990,language,pattern_violation,en,English,0
8992,language,pattern_violation,en,English,0
8993,language,pattern_violation,en,English,0
8994,language,pattern_violation,en,English,0
8995,language,pattern_violation,en,English,0
8996,language,pattern_violation,en,English,0
8997,language,pattern_violation,en,English,0
8998,language,pattern_violation,en,English,0
8999,language,pattern_violation,en,English,0
9000,language,pattern_violation,en,English,0
9001,language,pattern_violation,it,Italian,0
9002,language,pattern_violation,en,English,0
9003,language,pattern_violation,en,English,0
9004,language,pattern_violation,en,English,0
9005,language,pattern_violation,en,English,0
9006,language,pattern_violation,en,English,0
9007,language,pattern_violation,en,English,0
9008,language,pattern_violation,en,English,0
9009,language,pattern_violation,en,English,0
9010,language,pattern_violation,en,English,0
9011,language,pattern_violation,en,English,0
9012,language,pattern_violation,en,English,0
9013,language,pattern_violation,en,English,0
9014,language,pattern_violation,en,English,0
9015,language,pattern_violation,en,English,0
9016,language,pattern_violation,en,English,0
9017,language,pattern_violation,en,English,0
9018,language,pattern_violation,en,English,0
9019,language,pattern_violation,en,English,0
9020,language,pattern_violation,en,English,0
9021,language,pattern_violation,en,English,0
9022,language,pattern_violation,en,English,0
9023,language,pattern_violation,en,English,0
9024,language,pattern_violation,en,English,0
9025,language,pattern_violation,en,English,0
9026,language,pattern_violation,en,English,0
9027,language,pattern_violation,en,English,0
9028,language,pattern_violation,en,English,0
9029,language,pattern_violation,en,English,0
9030,language,pattern_violation,fr,French,0
9031,language,pattern_violation,en,English,0
9032,language,pattern_violation,fr,French,0
9033,language,pattern_violation,en,English,0
9034,language,pattern_violation,en,English,0
9035,language,pattern_violation,en,English,0
