row,title,genres,budget,language,duration,year,vote_count,score
7316,Antwone Fisher,0,12500000.0,English,120.0,2002.0,137,6.7
7317,The Emperor's Club,0,0.0,English,108.0,2002.0,96,6.9
7318,True Romance,0,12500000.0,English,120.0,1993.0,749,7.5
7319,Womb,0,3100000.0,English,111.0,2010.0,92,5.9
7320,Glengarry Glen Ross,0,12500000.0,English,100.0,1992.0,323,7.5
7321,The Killer Inside Me,0,13000000.0,English,109.0,2010.0,173,6.0
7322,Cat People,0,0.0,English,118.0,1982.0,94,6.0
7323,Sorority Row,0,12500000.0,English,101.0,2009.0,177,5.4
7324,The Prisoner of Zenda,0,0.0,English,101.0,1937.0,11,8.4
7325,Lars and the Real Girl,1,12000000.0,English,106.0,2007.0,509,7.1
7326,The Boy in the Striped Pyjamas,0,12500000.0,English,94.0,2008.0,1451,7.7
7327,Dancer in the Dark,0,12800000.0,English,140.0,2000.0,377,7.6
7328,Oscar and Lucinda,0,0.0,English,132.0,1997.0,25,6.2
7329,The Funeral,0,12500000.0,English,99.0,1996.0,31,7.3
7330,Solitary Man,1,15000000.0,English,90.0,2009.0,84,5.8
7331,Machete,1,20000000.0,English,105.0,2010.0,1150,6.3
7332,Casino Jack,1,12500000.0,English,108.0,2010.0,94,6.0
7333,The Land Before Time,0,12300000.0,English,69.0,1988.0,640,7.0
7334,Tae Guk Gi: The Brotherhood of War,0,0.0,Korean,140.0,2004.0,133,7.4
7335,The Perfect Game,0,12500000.0,English,118.0,2010.0,30,6.3
7336,The Exorcist,0,8000000.0,English,122.0,1973.0,2005,7.5
7337,Jaws,0,7000000.0,English,124.0,1975.0,2542,7.5
7338,American Pie,1,11000000.0,English,95.0,1999.0,2296,6.4
7339,Ernest & Celestine,1,12516654.0,French,78.0,2012.0,142,7.6
7340,The Golden Child,1,25000000.0,English,94.0,1986.0,304,5.6
7341,Think Like a Man,1,12000000.0,English,122.0,2012.0,281,6.9
7342,Barbershop,1,12000000.0,English,102.0,2002.0,137,6.2
7343,Star Trek II: The Wrath of Khan,0,12000000.0,English,113.0,1982.0,675,7.3
7344,Ace Ventura: Pet Detective,1,15000000.0,English,86.0,1994.0,1648,6.4
7345,WarGames,0,12000000.0,English,114.0,1983.0,504,7.0
7346,Witness,0,12000000.0,English,113.0,1985.0,375,7.0
7347,Act of Valor,0,12000000.0,English,110.0,2012.0,417,6.3
7348,Step Up,0,12000000.0,English,104.0,2006.0,1060,6.7
7349,Beavis and Butt-Head Do America,1,12000000.0,English,81.0,1996.0,168,6.5
7350,Jackie Brown,1,12000000.0,English,154.0,1997.0,1514,7.3
7351,Harold & Kumar Escape from Guantanamo Bay,1,12000000.0,English,107.0,2008.0,497,6.2
7352,Chronicle,0,15000000.0,English,84.0,2012.0,1935,6.6
7353,Yentl,0,12000000.0,English,132.0,1983.0,51,6.2
7354,Time Bandits,1,5000000.0,English,116.0,1981.0,249,6.6
7355,Crossroads,1,12000000.0,English,93.0,2002.0,158,4.7
7356,Project X,1,12000000.0,English,88.0,2012.0,1564,6.5
7357,Patton,0,12000000.0,English,172.0,1970.0,323,7.3
7358,One Hour Photo,0,12000000.0,English,96.0,2002.0,435,6.6
7359,Quarantine,0,12000000.0,English,89.0,2008.0,339,5.5
7360,The Eye,0,12000000.0,English,98.0,2008.0,281,5.5
7361,Johnson Family Vacation,1,12000000.0,English,97.0,2004.0,30,4.7
7362,How High,1,12000000.0,English,93.0,2001.0,218,6.3
7363,The Muppet Christmas Carol,1,0.0,English,85.0,1992.0,212,7.2
7364,Frida,0,12000000.0,English,123.0,2002.0,383,7.3
7365,Katy Perry: Part of Me,0,12000000.0,English,93.0,2012.0,85,6.5
7366,The Fault in Our Stars,0,12000000.0,English,125.0,2014.0,3759,7.6
7367,Rounders,0,12000000.0,English,121.0,1998.0,439,6.9
7368,Top Five,1,0.0,English,102.0,2014.0,210,6.3
7369,Prophecy,0,12000000.0,English,102.0,1979.0,25,5.4
7370,Stir of Echoes,0,12000000.0,English,99.0,1999.0,330,6.5
7371,Philomena,0,12000000.0,English,98.0,2013.0,579,7.4
7372,The Upside of Anger,1,0.0,English,118.0,2005.0,72,6.4
7373,The Boys from Brazil,0,0.0,English,125.0,1978.0,101,6.6
7374,Aquamarine,1,12000000.0,English,104.0,2006.0,364,5.8
7375,Paper Towns,0,12000000.0,English,109.0,2015.0,1937,6.1
7376,My Baby's Daddy,1,0.0,English,86.0,2004.0,15,4.3
7377,Nebraska,0,12000000.0,English,115.0,2013.0,636,7.4
7378,Tales from the Crypt: Demon Knight,1,0.0,English,92.0,1995.0,94,6.7
7379,Max Keeble's Big Move,1,12000000.0,English,86.0,2001.0,33,5.4
7380,Young Adult,1,12000000.0,English,94.0,2011.0,364,5.6
7381,Crank,0,12000000.0,English,88.0,2006.0,1151,6.6
7382,Def Jam's How to Be a Player,1,0.0,English,93.0,1997.0,8,5.3
7383,Living Out Loud,1,12000000.0,English,100.0,1998.0,11,5.3
7384,Just Wright,1,0.0,English,100.0,2010.0,99,6.1
7385,Rachel Getting Married,0,0.0,English,113.0,2008.0,163,6.1
7386,The Postman Always Rings Twice,0,12000000.0,English,122.0,1981.0,110,6.4
7387,Girl with a Pearl Earring,0,0.0,English,101.0,2003.0,377,6.4
7388,Das Boot,0,14000000.0,German,149.0,1981.0,613,7.9
7389,Sorority Boys,1,12000000.0,English,93.0,2002.0,47,4.6
7390,About Time,1,0.0,English,123.0,2013.0,2067,7.8
7391,House of Flying Daggers,0,0.0,Chinese,119.0,2004.0,439,7.1
7392,Arbitrage,0,12000000.0,English,100.0,2012.0,294,6.1
7393,Project Almanac,0,12000000.0,English,106.0,2015.0,933,6.4
7394,Cadillac Records,0,12000000.0,English,109.0,2008.0,86,6.9
7395,Screwed,1,0.0,English,81.0,2000.0,23,4.9
7396,Fortress,0,8000000.0,English,95.0,1992.0,168,5.7
7397,For Your Consideration,1,12000000.0,English,86.0,2006.0,43,5.9
7398,Celebrity,1,0.0,English,113.0,1998.0,111,6.0
7399,Running with Scissors,1,12000000.0,English,116.0,2006.0,78,5.8
7400,From Justin to Kelly,1,12000000.0,English,90.0,2003.0,23,3.0
7401,Girl 6,1,12000000.0,English,108.0,1996.0,16,5.7
7402,In the Cut,0,12000000.0,English,119.0,2003.0,89,4.6
7403,Two Lovers,0,12000000.0,English,110.0,2008.0,154,6.6
7404,Last Orders,1,0.0,English,109.0,2001.0,22,6.0
7405,The Host,0,11000000.0,Korean,119.0,2006.0,537,6.7
7406,The Pursuit of D.B. Cooper,0,0.0,English,100.0,1981.0,4,6.8
7407,Ravenous,1,12000000.0,English,100.0,1999.0,141,6.9
7408,Charlie Bartlett,1,12000000.0,English,97.0,2008.0,225,6.5
7409,The Great Beauty,1,12400000.0,Italian,142.0,2013.0,720,7.3
7410,The Dangerous Lives of Altar Boys,1,0.0,English,104.0,2002.0,53,6.4
7411,Stoker,0,12000000.0,English,99.0,2013.0,882,6.5
7412,2046,0,12000000.0,Chinese,129.0,2004.0,206,6.9
7413,Married Life,0,12000000.0,English,90.0,2007.0,38,6.1
7414,Duma,0,12000000.0,English,100.0,2005.0,41,6.9
7415,Ondine,0,12000000.0,English,111.0,2009.0,84,6.5
7416,Brother,0,12000000.0,Japanese,114.0,2000.0,107,6.8
7417,Welcome to Collinwood,1,1200000.0,English,86.0,2002.0,50,6.2
7418,Critical Care,1,0.0,English,107.0,1997.0,9,6.1
7419,The Life Before Her Eyes,0,8000000.0,English,90.0,2007.0,88,6.1
7420,Darling Companion,0,0.0,English,103.0,2012.0,22,5.3
7421,Trade,0,12000000.0,English,120.0,2007.0,67,6.8
7422,Fateless,0,0.0,Hungarian,140.0,2005.0,28,6.5
7423,Breakfast of Champions,1,12000000.0,English,110.0,1999.0,28,5.2
7424,"A Woman, a Gun and a Noodle Shop",1,0.0,Chinese,95.0,2009.0,13,4.8
7425,Cypher,0,7500000.0,English,95.0,2002.0,192,6.7
7426,City of Life and Death,0,12000000.0,Chinese,132.0,2009.0,55,7.6
7427,Legend of a Rabbit,1,19000000.0,Chinese,89.0,2011.0,3,3.0
7428,Space Battleship Yamato,0,12000000.0,Japanese,131.0,2010.0,59,6.3
7429,5 Days of War,0,20000000.0,English,113.0,2011.0,62,5.8
7430,Triangle,0,12000000.0,English,99.0,2009.0,612,6.9
7431,10 Days in a Madhouse,0,1200000.0,English,111.0,2015.0,5,4.3
7432,Heaven is for Real,0,12000000.0,English,99.0,2014.0,229,6.0
7433,Snatch,0,10000000.0,English,103.0,2000.0,2912,7.7
7434,Dancin' It's On,0,0.0,cs,89.0,2015.0,2,4.3
7435,Pet Sematary,0,11500000.0,English,103.0,1989.0,407,6.4
7436,Madadayo,0,0.0,Japanese,134.0,1993.0,20,7.5
7437,The Cry of the Owl,0,11500000.0,English,101.0,2009.0,29,5.5
7438,A Tale of Three Cities,0,0.0,Chinese,130.0,2015.0,5,6.3
7439,Gremlins,1,11000000.0,English,106.0,1984.0,1596,6.9
7440,Star Wars,0,11000000.0,English,121.0,1977.0,6624,8.1
7441,Dirty Grandpa,1,11500000.0,English,102.0,2016.0,1406,5.7
7442,Doctor Zhivago,0,11000000.0,English,197.0,1965.0,247,7.4
7443,Trash,0,0.0,Portuguese,112.0,2014.0,242,7.1
7444,High School Musical 3: Senior Year,1,0.0,English,116.0,2008.0,821,6.2
7445,The Fighter,0,25000000.0,English,116.0,2010.0,1486,7.2
7446,Jackass Number Two,1,11000000.0,English,95.0,2006.0,298,6.4
7447,My Cousin Vinny,1,11000000.0,English,120.0,1992.0,384,7.3
7448,If I Stay,0,11000000.0,English,106.0,2014.0,1368,7.3
7449,Drive Hard,1,12000000.0,English,96.0,2014.0,74,3.9
7450,Major League,1,11000000.0,English,107.0,1989.0,217,6.6
7451,St. Trinian's,1,0.0,English,101.0,2007.0,142,5.6
7452,Phone Booth,0,13000000.0,English,81.0,2002.0,1062,6.7
7453,A Walk to Remember,0,11000000.0,English,101.0,2002.0,1018,7.5
7454,Dead Man Walking,0,11000000.0,English,122.0,1995.0,337,7.3
7455,Cruel Intentions,0,10500000.0,English,97.0,1999.0,827,6.6
7456,Saw VI,0,11000000.0,English,90.0,2009.0,722,6.0
7457,History of the World: Part I,1,11000000.0,English,92.0,1981.0,204,6.5
7458,The Secret Life of Bees,0,11000000.0,English,114.0,2008.0,158,7.4
7459,Corky Romano,1,11000000.0,English,86.0,2001.0,54,4.1
7460,Raising Cain,0,12000000.0,English,91.0,1992.0,65,5.9
7461,F.I.S.T.,0,11.0,English,145.0,1978.0,29,6.4
7462,Invaders from Mars,0,12000000.0,English,100.0,1986.0,57,5.5
7463,Brooklyn,0,11000000.0,English,111.0,2015.0,1213,7.2
7464,Barry Lyndon,0,11000000.0,English,184.0,1975.0,505,7.7
7465,Out Cold,1,24000000.0,English,89.0,2001.0,53,5.8
7466,The Ladies Man,1,24000000.0,English,84.0,2000.0,34,5.7
7467,Quartet,1,11000000.0,English,98.0,2012.0,139,6.3
7468,Tomcats,1,11000000.0,English,95.0,2001.0,74,4.9
7469,Frailty,0,11000000.0,English,100.0,2001.0,334,7.0
7470,Woman in Gold,0,11000000.0,English,120.0,2015.0,440,7.3
7471,Kinsey,0,0.0,English,118.0,2004.0,131,6.6
7472,Army of Darkness,1,11000000.0,English,81.0,1992.0,838,7.3
7473,Slackers,1,14000000.0,English,86.0,2002.0,60,5.4
7474,What's Eating Gilbert Grape,0,11000000.0,English,118.0,1993.0,919,7.5
7475,The Visual Bible: The Gospel of John,0,10000000.0,English,125.0,2003.0,12,8.2
7476,Vera Drake,0,11000000.0,English,125.0,2004.0,80,6.8
7477,The Guru,1,0.0,English,91.0,2002.0,75,5.1
7478,The Perez Family,1,11000000.0,English,113.0,1995.0,9,6.6
7479,Inside Llewyn Davis,0,11000000.0,English,105.0,2013.0,834,7.2
7480,O,0,0.0,English,95.0,2001.0,75,5.8
7481,Return to the Blue Lagoon,0,11000000.0,English,98.0,1991.0,153,5.1
7482,The Molly Maguires,0,11000000.0,English,124.0,1970.0,16,5.9
7483,Romance & Cigarettes,1,0.0,English,105.0,2005.0,33,6.0
7484,Copying Beethoven,0,11000000.0,English,104.0,2006.0,42,6.2
7485,Brighton Rock,0,0.0,English,111.0,2010.0,35,5.6
7486,Saw V,0,10800000.0,English,92.0,2008.0,820,5.9
7487,Machine Gun McCain,0,0.0,Italian,116.0,1969.0,6,7.3
7488,LOL,1,11000000.0,English,97.0,2012.0,881,5.9
7489,Jindabyne,0,0.0,English,123.0,2006.0,25,5.7
7490,Kabhi Alvida Naa Kehna,0,7400000.0,Hindi,193.0,2006.0,42,6.1
7491,An Ideal Husband,1,14000000.0,English,97.0,1999.0,46,6.3
7492,The Last Days on Mars,0,0.0,English,98.0,2013.0,302,5.2
7493,Darkness,0,0.0,English,102.0,2002.0,112,5.6
7494,2001: A Space Odyssey,0,10500000.0,English,149.0,1968.0,2998,7.9
7495,E.T. the Extra-Terrestrial,0,10500000.0,English,115.0,1982.0,3269,7.3
7496,In the Land of Women,1,10000000.0,English,97.0,2007.0,160,5.8
7497,The Blue Butterfly,0,0.0,English,97.0,2004.0,6,6.8
7498,There Goes My Baby,1,10500000.0,English,99.0,1994.0,2,8.5
7499,Housefull,1,0.0,Hindi,135.0,2010.0,29,5.2
7500,September Dawn,0,11000000.0,English,110.0,2007.0,16,5.0
7501,For Greater Glory - The True Story of Cristiada,0,12000000.0,English,145.0,2012.0,35,6.4
7502,The Bélier Family,1,11000000.0,French,105.0,2014.0,766,7.0
7503,Good Will Hunting,0,10000000.0,English,126.0,1997.0,2811,7.9
7504,Misconduct,0,11000000.0,English,106.0,2016.0,149,5.3
7505,Saw III,0,10000000.0,English,108.0,2006.0,1071,6.1
7506,Stripes,1,10000000.0,English,106.0,1981.0,249,6.5
7507,Bring It On,1,28000000.0,English,98.0,2000.0,568,5.8
7508,The Purge: Election Year,0,10000000.0,English,105.0,2016.0,1306,6.1
7509,She's All That,1,10000000.0,English,95.0,1999.0,418,5.7
7510,Saw IV,0,10000000.0,English,93.0,2007.0,903,5.9
7511,White Noise,0,10000000.0,English,101.0,2005.0,261,5.6
7512,Madea's Family Reunion,1,6000000.0,English,110.0,2006.0,77,6.0
7513,The Color of Money,0,13800000.0,English,119.0,1986.0,291,6.7
7514,The Longest Day,0,10000000.0,English,178.0,1962.0,234,7.2
7515,The Mighty Ducks,1,10000000.0,English,101.0,1992.0,198,6.4
7516,The Grudge,0,10000000.0,English,92.0,2004.0,865,5.8
7517,Happy Gilmore,1,12000000.0,English,92.0,1996.0,755,6.5
7518,Jeepers Creepers,0,10000000.0,English,90.0,2001.0,720,6.1
7519,Bill & Ted's Excellent Adventure,1,10000000.0,English,90.0,1989.0,454,6.7
7520,Oliver!,0,10000000.0,English,153.0,1968.0,103,7.0
7521,The Best Exotic Marigold Hotel,1,10000000.0,English,124.0,2011.0,459,6.9
7522,Recess: School's Out,1,10000000.0,English,83.0,2001.0,67,6.6
7523,Mad Max Beyond Thunderdome,0,12305523.0,English,107.0,1985.0,748,5.9
7524,Commando,0,10000000.0,English,90.0,1985.0,742,6.4
7525,The Boy,0,10000000.0,English,97.0,2016.0,1102,5.8
7526,Devil,0,10000000.0,English,80.0,2010.0,816,5.8
7527,Friday After Next,1,20000000.0,English,85.0,2002.0,100,6.0
7528,Insidious: Chapter 3,0,10000000.0,English,97.0,2015.0,983,6.2
7529,The Last Dragon,1,10000000.0,English,108.0,1985.0,69,6.4
7530,The Lawnmower Man,0,10000000.0,English,108.0,1992.0,197,5.4
7531,Nick and Norah's Infinite Playlist,1,9000000.0,English,89.0,2008.0,379,6.4
7532,Dogma,1,10000000.0,English,130.0,1999.0,823,6.8
7533,The Banger Sisters,1,10000000.0,English,98.0,2002.0,62,5.5
7534,Twilight Zone: The Movie,0,10000000.0,English,101.0,1983.0,161,6.2
7535,Road House,0,15000000.0,English,114.0,1989.0,252,6.3
7536,A Low Down Dirty Shame,1,10000000.0,English,100.0,1994.0,31,6.0
7537,Swimfan,0,8500000.0,English,84.0,2002.0,70,5.0
7538,Employee of the Month,1,12000000.0,English,103.0,2006.0,153,5.3
7539,Can't Hardly Wait,1,10000000.0,English,100.0,1998.0,122,6.1
7540,The Outsiders,0,10000000.0,English,91.0,1983.0,291,6.9
7541,Pete's Dragon,0,65000000.0,English,102.0,2016.0,679,6.2
7542,The Dead Zone,0,10000000.0,English,103.0,1983.0,311,6.9
7543,Sinister 2,0,10000000.0,English,97.0,2015.0,581,5.4
7544,Sparkle,0,14000000.0,English,116.0,2012.0,36,5.8
7545,Valentine,0,0.0,English,96.0,2001.0,114,5.0
7546,The Fourth Kind,0,10000000.0,English,98.0,2009.0,441,5.8
7547,A Prairie Home Companion,1,10000000.0,English,105.0,2006.0,81,6.4
7548,Sugar Hill,0,0.0,English,123.0,1994.0,13,5.2
7549,Invasion U.S.A.,0,0.0,English,107.0,1985.0,49,5.3
7550,Roll Bounce,1,0.0,English,112.0,2005.0,27,6.1
7551,Rushmore,1,9000000.0,English,93.0,1998.0,676,7.5
7552,Skyline,0,10000000.0,English,100.0,2010.0,507,4.7
7553,The Second Best Exotic Marigold Hotel,1,10000000.0,English,122.0,2015.0,272,6.3
7554,Kit Kittredge: An American Girl,1,0.0,English,101.0,2008.0,34,6.4
7555,The Perfect Man,1,0.0,English,100.0,2005.0,203,5.5
7556,Mo' Better Blues,0,10000000.0,English,129.0,1990.0,47,6.3
7557,Kung Pow: Enter the Fist,1,0.0,English,81.0,2002.0,159,6.1
7558,Tremors,0,11000000.0,English,96.0,1990.0,864,6.6
7559,Wrong Turn,0,12600000.0,English,84.0,2003.0,635,6.0
7560,The Long Riders,0,10000000.0,English,99.0,1980.0,50,6.6
7561,The Corruptor,0,25000000.0,English,110.0,1999.0,57,6.0
7562,Mud,0,10000000.0,English,130.0,2013.0,1068,7.0
7563,Reno 911!: Miami,1,10000000.0,English,84.0,2007.0,72,5.6
7564,One Direction: This Is Us,0,10000000.0,English,92.0,2013.0,201,8.0
7565,"The Goods: Live Hard, Sell Hard",1,10000000.0,English,90.0,2009.0,58,5.4
7566,Hey Arnold! The Movie,0,0.0,English,76.0,2002.0,62,5.6
7567,My Week with Marilyn,0,6400000.0,English,99.0,2011.0,406,6.6
7568,The Matador,1,10000000.0,English,96.0,2005.0,136,6.2
7569,Love Jones,1,10000000.0,English,104.0,1997.0,12,8.1
7570,The Gift,0,5000000.0,English,108.0,2015.0,1049,6.7
7571,End of the Spear,0,0.0,English,108.0,2005.0,15,6.1
7572,Get Over It,1,10000000.0,English,87.0,2001.0,75,5.5
7573,Office Space,1,10000000.0,English,89.0,1999.0,1050,7.4
7574,Drop Dead Gorgeous,1,10000000.0,English,98.0,1999.0,86,6.4
7575,Big Eyes,0,10000000.0,English,105.0,2014.0,1196,6.8
7576,Very Bad Things,1,30000000.0,English,100.0,1998.0,179,6.2
7577,Sleepover,1,0.0,English,89.0,2004.0,101,5.3
7578,Body Double,0,10000000.0,English,114.0,1984.0,137,6.4
7579,MacGruber,1,10000000.0,English,90.0,2010.0,179,5.1
7580,Dirty Pretty Things,0,0.0,English,97.0,2002.0,131,6.8
7581,Movie 43,1,6000000.0,English,90.0,2013.0,797,4.4
7582,Over Her Dead Body,1,10000000.0,English,95.0,2008.0,145,5.3
7583,Seeking a Friend for the End of the World,1,10000000.0,English,101.0,2012.0,700,6.3
7584,Cedar Rapids,1,0.0,English,87.0,2011.0,135,5.9
7585,American History X,0,20000000.0,English,119.0,1998.0,3016,8.2
7586,The Collection,0,0.0,English,94.0,2012.0,289,5.9
7587,Teacher's Pet,0,10000000.0,English,74.0,2004.0,2,5.5
7588,The Red Violin,0,18000000.0,English,131.0,1998.0,99,7.3
7589,The Straight Story,0,10000000.0,English,112.0,1999.0,306,7.7
7590,Deuces Wild,0,0.0,English,96.0,2002.0,34,5.5
7591,Bad Words,1,9500000.0,English,88.0,2013.0,334,6.4
7592,"Run, Fatboy, Run",1,10000000.0,English,100.0,2007.0,238,6.2
7593,Heartbeeps,1,10000000.0,English,79.0,1981.0,6,3.8
7594,Black or White,0,9000000.0,English,121.0,2014.0,115,6.5
7595,On the Line,1,0.0,English,85.0,2001.0,10,4.1
7596,Rescue Dawn,0,10000000.0,English,126.0,2006.0,336,6.9
7597,Danny Collins,1,10000000.0,English,107.0,2015.0,183,6.6
7598,"Jeff, Who Lives at Home",1,10000000.0,English,83.0,2011.0,217,6.1
7599,I Am Love,0,0.0,Italian,120.0,2009.0,73,6.9
7600,Atlas Shrugged Part II,0,0.0,English,112.0,2012.0,41,5.4
7601,Romeo Is Bleeding,0,11500000.0,English,100.0,1993.0,36,5.7
7602,The Limey,0,10000000.0,English,89.0,1999.0,105,6.6
7603,Crash,0,6500000.0,English,112.0,2004.0,1149,7.2
7604,The House of Mirth,0,10000000.0,English,140.0,2000.0,25,6.4
7605,Malone,0,0.0,English,92.0,1987.0,15,6.8
7606,Peaceful Warrior,0,0.0,English,120.0,2006.0,90,7.3
7607,Bucky Larson: Born to Be a Star,1,10000000.0,English,97.0,2011.0,51,4.4
7608,Bamboozled,1,0.0,English,135.0,2000.0,24,6.3
7609,The Forest,0,10000000.0,English,95.0,2016.0,448,4.8
7610,Sphinx,0,14000000.0,English,118.0,1981.0,2,6.0
7611,While We're Young,1,10000000.0,English,97.0,2015.0,383,5.8
7612,A Better Life,0,10000000.0,English,98.0,2011.0,54,7.0
7613,Spider,0,0.0,English,98.0,2002.0,168,6.4
7614,Gun Shy,1,10000000.0,English,101.0,2000.0,24,5.4
7615,Nicholas Nickleby,0,0.0,English,132.0,2002.0,49,6.8
7616,The Iceman,0,20000000.0,English,105.0,2012.0,365,6.4
7617,Krrish,0,0.0,Hindi,154.0,2006.0,46,5.5
7618,Cecil B. Demented,1,10000000.0,English,87.0,2000.0,51,6.2
7619,Killer Joe,0,10000000.0,English,102.0,2011.0,425,6.5
7620,The Joneses,1,10000000.0,English,96.0,2009.0,210,6.1
7621,Owning Mahowny,0,0.0,English,104.0,2003.0,37,6.8
7622,The Brothers Solomon,1,0.0,English,93.0,2007.0,46,4.9
7623,My Blueberry Nights,0,10000000.0,English,111.0,2007.0,190,6.0
7624,Illuminata,0,0.0,English,119.0,1998.0,7,6.3
7625,Swept Away,1,10000000.0,English,89.0,2002.0,50,4.8
7626,"War, Inc.",1,5000000.0,English,106.0,2008.0,86,5.6
7627,Shaolin Soccer,1,0.0,Chinese,113.0,2001.0,491,6.6
7628,The Brown Bunny,0,10000000.0,English,93.0,2004.0,62,5.5
7629,The Swindle,1,0.0,French,105.0,1997.0,5,6.4
7630,Rosewater,0,0.0,English,103.0,2014.0,98,6.5
7631,The Chambermaid on the Titanic,0,0.0,English,100.0,1997.0,3,5.3
7632,Coriolanus,0,7700000.0,English,123.0,2011.0,131,5.9
7633,Imaginary Heroes,1,10000000.0,English,111.0,2004.0,29,6.3
7634,High Heels and Low Lifes,1,0.0,English,86.0,2001.0,12,6.4
7635,World's Greatest Dad,1,10000000.0,English,99.0,2009.0,177,6.5
7636,Severance,1,0.0,English,96.0,2006.0,169,6.4
7637,Edmond,0,10000000.0,English,82.0,2005.0,50,6.0
7638,Welcome to the Rileys,0,0.0,English,110.0,2010.0,139,6.4
7639,Police Academy: Mission to Moscow,1,0.0,English,83.0,1994.0,178,4.1
7640,Blood Done Sign My Name,0,0.0,English,0.0,2010.0,5,6.0
7641,Cinco de Mayo: La Batalla,0,10000000.0,Spanish,125.0,2013.0,14,5.8
7642,Elsa & Fred,1,10000000.0,English,104.0,2014.0,31,6.2
7643,"An Alan Smithee Film: Burn, Hollywood, Burn",1,10000000.0,English,86.0,1998.0,9,3.0
7644,The Open Road,1,0.0,English,90.0,2009.0,19,4.8
7645,The Good Guy,1,3200000.0,English,90.0,2009.0,59,5.4
7646,Motherhood,1,0.0,English,90.0,2009.0,44,4.7
7647,Free Style,0,0.0,English,94.0,2008.0,4,5.8
7648,Strangerland,0,10000000.0,English,111.0,2015.0,83,5.1
7649,Janky Promoters,1,10000000.0,English,85.0,2009.0,5,7.0
7650,Blonde Ambition,1,10000000.0,English,93.0,2007.0,29,3.9
7651,The Oxford Murders,0,14100000.0,English,107.0,2008.0,188,5.7
7652,The Reef,0,0.0,English,94.0,2010.0,130,5.4
7653,Eulogy,1,0.0,English,91.0,2004.0,34,6.4
7654,White Noise 2: The Light,0,0.0,English,99.0,2007.0,80,5.6
7655,Beat the World,0,10000000.0,English,91.0,2011.0,16,4.3
7656,Fifty Dead Men Walking,0,0.0,English,117.0,2008.0,35,6.1
7657,Jungle Shuffle,0,0.0,English,85.0,2014.0,1,6.5
7658,Adam Resurrected,0,10000000.0,English,106.0,2008.0,22,6.4
7659,Of Horses and Men,1,10.0,is,85.0,2013.0,26,6.9
7660,It's a Wonderful Afterlife,1,0.0,English,99.0,2010.0,9,4.3
7661,The Devil's Tomb,0,10000000.0,English,90.0,2009.0,53,4.0
7662,Partition,0,0.0,English,116.0,2007.0,6,6.4
7663,Good Intentions,1,0.0,English,85.0,2010.0,6,5.0
7664,"The Good, The Bad, The Weird",1,10000000.0,Korean,130.0,2008.0,193,7.1
7665,Nurse 3-D,0,10.0,English,99.0,2013.0,119,4.9
7666,Gunless,1,10000000.0,English,89.0,2010.0,27,6.7
7667,Adventureland,1,9500000.0,English,107.0,2009.0,737,6.4
7668,The Lost City,0,9600000.0,English,144.0,2005.0,24,6.0
7669,Next Friday,1,11000000.0,English,98.0,2000.0,135,6.4
7670,American Heist,0,10000000.0,English,94.0,2014.0,158,4.3
7671,You Only Live Twice,0,9500000.0,English,117.0,1967.0,531,6.5
7672,Plastic,1,10.0,English,102.0,2014.0,86,6.1
7673,Amour,0,8900000.0,French,127.0,2012.0,400,7.5
7674,Poltergeist III,0,10500000.0,English,98.0,1988.0,123,4.5
7675,Re-Kill,0,9500000.0,English,87.0,2015.0,34,4.9
7676,"It's a Mad, Mad, Mad, Mad World",1,9400000.0,English,163.0,1963.0,140,7.0
7677,Volver,1,12899867.0,Spanish,121.0,2006.0,406,7.3
7678,Heavy Metal,0,9300000.0,English,90.0,1981.0,148,6.2
7679,Gentlemen Broncos,1,10000000.0,English,89.0,2009.0,51,6.2
7680,Richard III,0,0.0,English,104.0,1995.0,49,6.9
7681,Into the Grizzly Maze,0,10000000.0,English,94.0,2015.0,74,5.1
7682,Kites,0,0.0,English,131.0,2010.0,40,6.0
7683,Melancholia,0,7400000.0,Danish,136.0,2011.0,885,7.0
7684,Red Dog,1,0.0,English,92.0,2011.0,83,7.1
7685,Jab Tak Hai Jaan,0,0.0,Hindi,176.0,2012.0,66,7.3
7686,Alien,0,11000000.0,English,117.0,1979.0,4470,7.9
7687,The Texas Chain Saw Massacre,0,85000.0,English,83.0,1974.0,590,7.2
7688,The Runaways,0,10000000.0,English,106.0,2010.0,254,6.3
7689,Fiddler on the Roof,0,9000000.0,English,181.0,1971.0,134,7.4
7690,Thunderball,0,5500000.0,English,130.0,1965.0,562,6.5
7691,Detention,1,10000000.0,English,93.0,2011.0,129,5.7
7692,Loose Cannons,1,7000000.0,Italian,110.0,2010.0,118,7.0
7693,Set It Off,0,9000000.0,English,118.0,1996.0,66,6.9
7694,The Best Man,1,9000000.0,English,120.0,1999.0,38,6.8
7695,Child's Play,0,9000000.0,English,87.0,1988.0,581,6.3
7696,Sicko,0,9000000.0,English,123.0,2007.0,235,7.3
7697,The Purge: Anarchy,0,9000000.0,English,104.0,2014.0,1954,6.6
7698,Down to You,1,9000000.0,English,91.0,2000.0,70,4.9
7699,Harold & Kumar Go to White Castle,1,9000000.0,English,88.0,2004.0,693,6.6
7700,The Contender,0,9000000.0,English,126.0,2000.0,60,6.7
7701,Boiler Room,0,26000000.0,English,118.0,2000.0,201,6.5
7702,Trading Places,1,40600000.0,English,116.0,1983.0,738,7.1
