row_id,column,error_type,error_value,right_value,missing_value,constraint,tuple_pairs
780,article_pagination,pattern_violation,Aug-84,Aug-84,0,,
781,article_jcreated_at,rule_violation,2006/1/10,2001/10/6,0,"Constraint Violation: The jounral_abbreviation of Row 580 is different from the jounral_abbreviation of Row 781, and The article_language of Row 580 is equal to the article_language of Row 781, and The article_jcreated_at of Row 580 is equal to the article_jcreated_at of Row 781.","(580, 781)"
783,article_jcreated_at,rule_violation,2004/1/11,2001/11/4,0,"Constraint Violation: The id of Row 482 is greater than or equal to the id of Row 783, and The article_language of Row 482 is equal to the article_language of Row 783, and The article_jcreated_at of Row 482 is equal to the article_jcreated_at of Row 783.","(482, 783)"
784,article_jcreated_at,pattern_violation,2007/1/12,2001/12/7,0,,
785,article_jcreated_at,rule_violation,2001/1/13,1/13/01,0,"Constraint Violation: The article_language of Row 512 is different from the article_language of Row 785, and The article_jcreated_at of Row 512 is equal to the article_jcreated_at of Row 785, and The jounral_abbreviation of Row 512 is equal to the jounral_abbreviation of Row 785.","(512, 785)"
786,article_jcreated_at,rule_violation,2001/1/14,1/14/01,0,"Constraint Violation: The id of Row 692 is greater than or equal to the id of Row 786, and The article_language of Row 692 is equal to the article_language of Row 786, and The article_jcreated_at of Row 692 is equal to the article_jcreated_at of Row 786.","(692, 786)"
787,journal_title,pattern_violation,Stomatologii��a,Stomatologiia,0,,
788,article_jcreated_at,rule_violation,2001/1/10,2001/10/1,0,"Constraint Violation: The id of Row 737 is greater than or equal to the id of Row 788, and The article_language of Row 737 is equal to the article_language of Row 788, and The article_jcreated_at of Row 737 is equal to the article_jcreated_at of Row 788.","(737, 788)"
790,article_jcreated_at,rule_violation,2012/1/14,1/14/12,0,"Constraint Violation: The jounral_abbreviation of Row 22 is different from the jounral_abbreviation of Row 790, and The article_language of Row 22 is equal to the article_language of Row 790, and The article_jcreated_at of Row 22 is equal to the article_jcreated_at of Row 790.","(22, 790)"
791,article_jvolumn,missing_value,,-1,1,,
791,article_jissue,missing_value,,-1,1,,
793,article_jcreated_at,rule_violation,2001/1/13,1/13/01,0,"Constraint Violation: The journal_issn of Row 682 is different from the journal_issn of Row 793, and The article_jcreated_at of Row 682 is equal to the article_jcreated_at of Row 793, and The jounral_abbreviation of Row 682 is equal to the jounral_abbreviation of Row 793.","(682, 793)"
794,author_list,pattern_violation,"{""C Pithan"",""M Mazariegos"",""N W Solomons"",""P F�_rst""}","{""C Pithan"",""M Mazariegos"",""N W Solomons"",""P F_rst""}",0,,
795,article_jcreated_at,rule_violation,2012/1/12,2001/12/12,0,"Constraint Violation: The jounral_abbreviation of Row 457 is different from the jounral_abbreviation of Row 795, and The article_language of Row 457 is equal to the article_language of Row 795, and The article_jcreated_at of Row 457 is equal to the article_jcreated_at of Row 795.","(457, 795)"
796,article_title,pattern_violation,Bruxismo em crian̤as Bruxism in children,Bruxismo em crian_as Bruxism in children,0,,
796,article_pagination,pattern_violation,Aug-91,Aug-91,0,,
796,author_list,pattern_violation,"{""Ronaldo Fazzi"",""Ana Estela Haddad"",""Maria Salete Nah��s Pires Corr̻a""}","{""Ronaldo Fazzi"",""Ana Estela Haddad"",""Maria Salete Nahs Pires Corr_a""}",0,,
797,article_jcreated_at,rule_violation,2009/1/4,2001/4/9,0,"Constraint Violation: The jounral_abbreviation of Row 616 is different from the jounral_abbreviation of Row 797, and The article_language of Row 616 is equal to the article_language of Row 797, and The article_jcreated_at of Row 616 is equal to the article_jcreated_at of Row 797.","(616, 797)"
799,article_jcreated_at,rule_violation,2008/1/12,2001/12/8,0,"Constraint Violation: The id of Row 395 is greater than or equal to the id of Row 799, and The article_language of Row 395 is equal to the article_language of Row 799, and The article_jcreated_at of Row 395 is equal to the article_jcreated_at of Row 799.","(395, 799)"
800,article_jcreated_at,rule_violation,2011/1/14,1/14/11,0,"Constraint Violation: The id of Row 136 is greater than or equal to the id of Row 800, and The article_language of Row 136 is equal to the article_language of Row 800, and The article_jcreated_at of Row 136 is equal to the article_jcreated_at of Row 800.","(136, 800)"
801,article_jcreated_at,rule_violation,2001/1/3,2001/3/1,0,"Constraint Violation: The journal_issn of Row 801 is different from the journal_issn of Row 830, and The article_jcreated_at of Row 801 is equal to the article_jcreated_at of Row 830, and The jounral_abbreviation of Row 801 is equal to the jounral_abbreviation of Row 830.","(801, 830)"
801,author_list,pattern_violation,"{""J�_rgen Rehm"",""Gerhard Gmel"",""Maurizio Trevisan"",""Christopher T Sempos""}","{""J_rgen Rehm"",""Gerhard Gmel"",""Maurizio Trevisan"",""Christopher T Sempos""}",0,,
803,article_jcreated_at,rule_violation,2001/1/5,2001/5/1,0,"Constraint Violation: The article_language of Row 171 is different from the article_language of Row 803, and The article_jcreated_at of Row 171 is equal to the article_jcreated_at of Row 803, and The jounral_abbreviation of Row 171 is equal to the jounral_abbreviation of Row 803.","(171, 803)"
806,article_jcreated_at,pattern_violation,2002/10/14,10/14/02,0,,
807,article_jcreated_at,rule_violation,2001/1/15,1/15/01,0,"Constraint Violation: The jounral_abbreviation of Row 807 is different from the jounral_abbreviation of Row 935, and The article_language of Row 807 is equal to the article_language of Row 935, and The article_jcreated_at of Row 807 is equal to the article_jcreated_at of Row 935.","(807, 935)"
808,article_jcreated_at,rule_violation,2003/1/8,2001/8/3,0,"Constraint Violation: The journal_issn of Row 526 is different from the journal_issn of Row 808, and The article_jcreated_at of Row 526 is equal to the article_jcreated_at of Row 808, and The jounral_abbreviation of Row 526 is equal to the jounral_abbreviation of Row 808.","(526, 808)"
810,article_jcreated_at,rule_violation,2001/1/12,2001/12/1,0,"Constraint Violation: The article_language of Row 87 is different from the article_language of Row 810, and The article_jcreated_at of Row 87 is equal to the article_jcreated_at of Row 810, and The jounral_abbreviation of Row 87 is equal to the jounral_abbreviation of Row 810.","(87, 810)"
812,article_jcreated_at,rule_violation,2001/1/14,1/14/01,0,"Constraint Violation: The article_language of Row 812 is different from the article_language of Row 820, and The article_jcreated_at of Row 812 is equal to the article_jcreated_at of Row 820, and The jounral_abbreviation of Row 812 is equal to the jounral_abbreviation of Row 820.","(812, 820)"
813,article_jcreated_at,rule_violation,2007/1/6,2001/6/7,0,"Constraint Violation: The jounral_abbreviation of Row 762 is different from the jounral_abbreviation of Row 813, and The article_language of Row 762 is equal to the article_language of Row 813, and The article_jcreated_at of Row 762 is equal to the article_jcreated_at of Row 813.","(762, 813)"
813,author_list,pattern_violation,"{""P G̩rard"",""J Montesanti"",""P Lepage"",""M M Massin""}","{""P Grard"",""J Montesanti"",""P Lepage"",""M M Massin""}",0,,
814,article_jcreated_at,rule_violation,2001/1/14,1/14/01,0,"Constraint Violation: The journal_issn of Row 101 is different from the journal_issn of Row 814, and The article_jcreated_at of Row 101 is equal to the article_jcreated_at of Row 814, and The jounral_abbreviation of Row 101 is equal to the jounral_abbreviation of Row 814.","(101, 814)"
815,article_jcreated_at,rule_violation,2001/1/14,1/14/01,0,"Constraint Violation: The article_language of Row 695 is different from the article_language of Row 815, and The article_jcreated_at of Row 695 is equal to the article_jcreated_at of Row 815, and The jounral_abbreviation of Row 695 is equal to the jounral_abbreviation of Row 815.","(695, 815)"
816,article_jcreated_at,rule_violation,2001/1/13,1/13/01,0,"Constraint Violation: The journal_issn of Row 190 is different from the journal_issn of Row 816, and The article_jcreated_at of Row 190 is equal to the article_jcreated_at of Row 816, and The jounral_abbreviation of Row 190 is equal to the jounral_abbreviation of Row 816.","(190, 816)"
818,article_jcreated_at,rule_violation,2001/1/5,2001/5/1,0,"Constraint Violation: The article_language of Row 803 is different from the article_language of Row 818, and The article_jcreated_at of Row 803 is equal to the article_jcreated_at of Row 818, and The jounral_abbreviation of Row 803 is equal to the jounral_abbreviation of Row 818.","(803, 818)"
820,article_jcreated_at,rule_violation,2001/1/14,1/14/01,0,"Constraint Violation: The id of Row 257 is greater than or equal to the id of Row 820, and The article_language of Row 257 is equal to the article_language of Row 820, and The article_jcreated_at of Row 257 is equal to the article_jcreated_at of Row 820.","(257, 820)"
821,article_jcreated_at,rule_violation,2004/1/14,1/14/04,0,"Constraint Violation: The jounral_abbreviation of Row 515 is different from the jounral_abbreviation of Row 821, and The article_language of Row 515 is equal to the article_language of Row 821, and The article_jcreated_at of Row 515 is equal to the article_jcreated_at of Row 821.","(515, 821)"
821,author_list,pattern_violation,"{""Eunice Molinar-Toribio"",""Benjam�_n Pi̱a"",""Livia G�_mez"",""Jara P̩rez-Jim̩nez"",""Marta Casado"",""Sara Ramos-Romero"",""Pere Clap̩s"",""Josep Llu�_s Torres""}","{""Eunice Molinar-Toribio"",""Benjam_n Pia"",""Livia G_mez"",""Jara Prez-Jimnez"",""Marta Casado"",""Sara Ramos-Romero"",""Pere Claps"",""Josep Llu_s Torres""}",0,,
822,article_jcreated_at,rule_violation,2001/1/4,2001/4/1,0,"Constraint Violation: The id of Row 655 is greater than or equal to the id of Row 822, and The article_language of Row 655 is equal to the article_language of Row 822, and The article_jcreated_at of Row 655 is equal to the article_jcreated_at of Row 822.","(655, 822)"
824,article_jcreated_at,rule_violation,2004/1/11,2001/11/4,0,"Constraint Violation: The jounral_abbreviation of Row 614 is different from the jounral_abbreviation of Row 824, and The article_language of Row 614 is equal to the article_language of Row 824, and The article_jcreated_at of Row 614 is equal to the article_jcreated_at of Row 824.","(614, 824)"
825,article_jcreated_at,rule_violation,2004/1/15,1/15/04,0,"Constraint Violation: The jounral_abbreviation of Row 523 is different from the jounral_abbreviation of Row 825, and The article_language of Row 523 is equal to the article_language of Row 825, and The article_jcreated_at of Row 523 is equal to the article_jcreated_at of Row 825.","(523, 825)"
826,article_jcreated_at,rule_violation,2001/1/8,2001/8/1,0,"Constraint Violation: The journal_issn of Row 826 is different from the journal_issn of Row 939, and The article_jcreated_at of Row 826 is equal to the article_jcreated_at of Row 939, and The jounral_abbreviation of Row 826 is equal to the jounral_abbreviation of Row 939.","(826, 939)"
827,article_jcreated_at,rule_violation,2011/1/10,2001/10/11,0,"Constraint Violation: The jounral_abbreviation of Row 48 is different from the jounral_abbreviation of Row 827, and The article_language of Row 48 is equal to the article_language of Row 827, and The article_jcreated_at of Row 48 is equal to the article_jcreated_at of Row 827.","(48, 827)"
827,article_pagination,pattern_violation,Aug-63,Aug-63,0,,
828,article_jcreated_at,rule_violation,2001/1/12,2001/12/1,0,"Constraint Violation: The journal_issn of Row 372 is different from the journal_issn of Row 828, and The article_jcreated_at of Row 372 is equal to the article_jcreated_at of Row 828, and The jounral_abbreviation of Row 372 is equal to the jounral_abbreviation of Row 828.","(372, 828)"
829,article_jcreated_at,rule_violation,2004/1/15,1/15/04,0,"Constraint Violation: The jounral_abbreviation of Row 825 is different from the jounral_abbreviation of Row 829, and The article_language of Row 825 is equal to the article_language of Row 829, and The article_jcreated_at of Row 825 is equal to the article_jcreated_at of Row 829.","(825, 829)"
830,article_jcreated_at,rule_violation,2001/1/3,2001/3/1,0,"Constraint Violation: The article_language of Row 830 is different from the article_language of Row 922, and The article_jcreated_at of Row 830 is equal to the article_jcreated_at of Row 922, and The jounral_abbreviation of Row 830 is equal to the jounral_abbreviation of Row 922.","(830, 922)"
833,article_jcreated_at,rule_violation,2010/1/7,2001/7/10,0,"Constraint Violation: The jounral_abbreviation of Row 833 is different from the jounral_abbreviation of Row 848, and The article_language of Row 833 is equal to the article_language of Row 848, and The article_jcreated_at of Row 833 is equal to the article_jcreated_at of Row 848.","(833, 848)"
834,article_jcreated_at,rule_violation,2005/1/6,2001/6/5,0,"Constraint Violation: The id of Row 380 is greater than or equal to the id of Row 834, and The article_language of Row 380 is equal to the article_language of Row 834, and The article_jcreated_at of Row 380 is equal to the article_jcreated_at of Row 834.","(380, 834)"
835,article_jcreated_at,rule_violation,2001/1/13,1/13/01,0,"Constraint Violation: The article_language of Row 433 is different from the article_language of Row 835, and The article_jcreated_at of Row 433 is equal to the article_jcreated_at of Row 835, and The jounral_abbreviation of Row 433 is equal to the jounral_abbreviation of Row 835.","(433, 835)"
837,article_jcreated_at,rule_violation,2003/1/10,2001/10/3,0,"Constraint Violation: The jounral_abbreviation of Row 486 is different from the jounral_abbreviation of Row 837, and The article_language of Row 486 is equal to the article_language of Row 837, and The article_jcreated_at of Row 486 is equal to the article_jcreated_at of Row 837.","(486, 837)"
838,article_jcreated_at,rule_violation,2011/1/13,1/13/11,0,"Constraint Violation: The jounral_abbreviation of Row 461 is different from the jounral_abbreviation of Row 838, and The article_language of Row 461 is equal to the article_language of Row 838, and The article_jcreated_at of Row 461 is equal to the article_jcreated_at of Row 838.","(461, 838)"
841,article_jcreated_at,pattern_violation,2005/7/9,2007/9/5,0,,
842,article_jcreated_at,rule_violation,2001/1/14,1/14/01,0,"Constraint Violation: The jounral_abbreviation of Row 238 is different from the jounral_abbreviation of Row 842, and The article_language of Row 238 is equal to the article_language of Row 842, and The article_jcreated_at of Row 238 is equal to the article_jcreated_at of Row 842.","(238, 842)"
844,article_jcreated_at,rule_violation,2001/1/14,1/14/01,0,"Constraint Violation: The journal_issn of Row 844 is different from the journal_issn of Row 962, and The article_jcreated_at of Row 844 is equal to the article_jcreated_at of Row 962, and The jounral_abbreviation of Row 844 is equal to the jounral_abbreviation of Row 962.","(844, 962)"
845,article_jcreated_at,rule_violation,2001/1/10,2001/10/1,0,"Constraint Violation: The article_language of Row 355 is different from the article_language of Row 845, and The article_jcreated_at of Row 355 is equal to the article_jcreated_at of Row 845, and The jounral_abbreviation of Row 355 is equal to the jounral_abbreviation of Row 845.","(355, 845)"
846,article_jcreated_at,rule_violation,2001/1/14,1/14/01,0,"Constraint Violation: The jounral_abbreviation of Row 242 is different from the jounral_abbreviation of Row 846, and The article_language of Row 242 is equal to the article_language of Row 846, and The article_jcreated_at of Row 242 is equal to the article_jcreated_at of Row 846.","(242, 846)"
847,article_jcreated_at,rule_violation,2001/1/11,2001/11/1,0,"Constraint Violation: The id of Row 142 is greater than or equal to the id of Row 847, and The article_language of Row 142 is equal to the article_language of Row 847, and The article_jcreated_at of Row 142 is equal to the article_jcreated_at of Row 847.","(142, 847)"
848,article_jcreated_at,rule_violation,2010/1/7,2001/7/10,0,"Constraint Violation: The jounral_abbreviation of Row 833 is different from the jounral_abbreviation of Row 848, and The article_language of Row 833 is equal to the article_language of Row 848, and The article_jcreated_at of Row 833 is equal to the article_jcreated_at of Row 848.","(833, 848)"
849,article_jcreated_at,rule_violation,2001/1/11,2001/11/1,0,"Constraint Violation: The jounral_abbreviation of Row 252 is different from the jounral_abbreviation of Row 849, and The article_language of Row 252 is equal to the article_language of Row 849, and The article_jcreated_at of Row 252 is equal to the article_jcreated_at of Row 849.","(252, 849)"
850,article_jcreated_at,pattern_violation,2005/1/7,2001/7/5,0,,
851,article_jcreated_at,rule_violation,2001/1/14,1/14/01,0,"Constraint Violation: The article_language of Row 298 is different from the article_language of Row 851, and The article_jcreated_at of Row 298 is equal to the article_jcreated_at of Row 851, and The jounral_abbreviation of Row 298 is equal to the jounral_abbreviation of Row 851.","(298, 851)"
852,journal_issn,rule_violation,22-Sep,22-Sep,0,"Constraint Violation: The journal_issn of Row 643 is different from the journal_issn of Row 852, and The journal_title of Row 643 is equal to the journal_title of Row 852.","(643, 852)"
853,article_jcreated_at,pattern_violation,2006/10/2,2010/2/6,0,,
854,article_jcreated_at,rule_violation,2001/1/14,1/14/01,0,"Constraint Violation: The jounral_abbreviation of Row 815 is different from the jounral_abbreviation of Row 854, and The article_language of Row 815 is equal to the article_language of Row 854, and The article_jcreated_at of Row 815 is equal to the article_jcreated_at of Row 854.","(815, 854)"
856,article_title,pattern_violation,The Antiseptic Efficacy and Tolerability of Lavasept� 0.04% on Acute Traumatic Wounds,The Antiseptic Efficacy and Tolerability of Lavasept 0.04% on Acute Traumatic Wounds,0,,
856,article_jcreated_at,rule_violation,2001/1/10,2001/10/1,0,"Constraint Violation: The article_language of Row 652 is different from the article_language of Row 856, and The article_jcreated_at of Row 652 is equal to the article_jcreated_at of Row 856, and The jounral_abbreviation of Row 652 is equal to the jounral_abbreviation of Row 856.","(652, 856)"
857,journal_issn,rule_violation,22-Sep,22-Sep,0,"Constraint Violation: The article_jvolumn of Row 745 is greater than the article_jvolumn of Row 857, and The article_language of Row 745 is equal to the article_language of Row 857, and The journal_issn of Row 745 is equal to the journal_issn of Row 857, and The article_jissue of Row 745 is less than or equal to the article_jissue of Row 857.","(745, 857)"
857,article_jcreated_at,rule_violation,2001/1/6,2001/6/1,0,"Constraint Violation: The jounral_abbreviation of Row 324 is different from the jounral_abbreviation of Row 857, and The article_language of Row 324 is equal to the article_language of Row 857, and The article_jcreated_at of Row 324 is equal to the article_jcreated_at of Row 857.","(324, 857)"
858,article_jcreated_at,rule_violation,2001/1/9,2001/9/1,0,"Constraint Violation: The jounral_abbreviation of Row 606 is different from the jounral_abbreviation of Row 858, and The article_language of Row 606 is equal to the article_language of Row 858, and The article_jcreated_at of Row 606 is equal to the article_jcreated_at of Row 858.","(606, 858)"
859,article_jcreated_at,rule_violation,2001/1/15,1/15/01,0,"Constraint Violation: The journal_issn of Row 279 is different from the journal_issn of Row 859, and The article_jcreated_at of Row 279 is equal to the article_jcreated_at of Row 859, and The jounral_abbreviation of Row 279 is equal to the jounral_abbreviation of Row 859.","(279, 859)"
860,article_jcreated_at,rule_violation,2001/1/14,1/14/01,0,"Constraint Violation: The article_language of Row 860 is different from the article_language of Row 871, and The article_jcreated_at of Row 860 is equal to the article_jcreated_at of Row 871, and The jounral_abbreviation of Row 860 is equal to the jounral_abbreviation of Row 871.","(860, 871)"
860,author_list,pattern_violation,"{""Francitorra ME"",""Sanchez GS"",""Manrique CA"",""Velasco TT"",""Castany A R"",""Escriche XF"",""Fern����ndez CS"",""Fornell LL"",""���lvarez S���"",""Fern����ndez EA"",""Rodriguez MVF"",""Sim���_ MR"",""Mayo EP""}","{""Francitorra ME"",""Sanchez GS"",""Manrique CA"",""Velasco TT"",""Castany A R"",""Escriche XF"",""Fernndez CS"",""Fornell LL"",""lvarez S"",""Fernndez EA"",""Rodriguez MVF"",""Sim_ MR"",""Mayo EP""}",0,,
861,article_jvolumn,missing_value,,-1,1,,
861,article_jissue,missing_value,,-1,1,,
862,article_jissue,missing_value,,-1,1,,
862,article_jcreated_at,rule_violation,2001/1/15,1/15/01,0,"Constraint Violation: The journal_issn of Row 859 is different from the journal_issn of Row 862, and The article_jcreated_at of Row 859 is equal to the article_jcreated_at of Row 862, and The jounral_abbreviation of Row 859 is equal to the jounral_abbreviation of Row 862.","(859, 862)"
862,article_pagination,pattern_violation,Jul-72,Jul-72,0,,
862,author_list,pattern_violation,{"Venancio Mart�_nez Su��rez"},{"Venancio Mart_nez Surez"},0,,
863,article_jcreated_at,pattern_violation,2007/7/14,7/14/07,0,,
863,author_list,pattern_violation,"{""Margarita Admetlla Falgueras"",""Josep Fust��� Sugra���es""}","{""Margarita Admetlla Falgueras"",""Josep Fust Sugraes""}",0,,
864,article_jcreated_at,rule_violation,2001/1/10,2001/10/1,0,"Constraint Violation: The article_language of Row 496 is different from the article_language of Row 864, and The article_jcreated_at of Row 496 is equal to the article_jcreated_at of Row 864, and The jounral_abbreviation of Row 496 is equal to the jounral_abbreviation of Row 864.","(496, 864)"
865,article_jcreated_at,rule_violation,2001/1/5,2001/5/1,0,"Constraint Violation: The id of Row 566 is greater than or equal to the id of Row 865, and The article_language of Row 566 is equal to the article_language of Row 865, and The article_jcreated_at of Row 566 is equal to the article_jcreated_at of Row 865.","(566, 865)"
866,article_jvolumn,missing_value,,-1,1,,
866,article_jcreated_at,rule_violation,2001/1/6,2001/6/1,0,"Constraint Violation: The jounral_abbreviation of Row 480 is different from the jounral_abbreviation of Row 866, and The article_language of Row 480 is equal to the article_language of Row 866, and The article_jcreated_at of Row 480 is equal to the article_jcreated_at of Row 866.","(480, 866)"
867,article_jcreated_at,rule_violation,2003/1/9,2001/9/3,0,"Constraint Violation: The jounral_abbreviation of Row 347 is different from the jounral_abbreviation of Row 867, and The article_language of Row 347 is equal to the article_language of Row 867, and The article_jcreated_at of Row 347 is equal to the article_jcreated_at of Row 867.","(347, 867)"
868,article_jcreated_at,rule_violation,2001/1/10,2001/10/1,0,"Constraint Violation: The journal_issn of Row 67 is different from the journal_issn of Row 868, and The article_jcreated_at of Row 67 is equal to the article_jcreated_at of Row 868, and The jounral_abbreviation of Row 67 is equal to the jounral_abbreviation of Row 868.","(67, 868)"
869,article_jcreated_at,rule_violation,2001/1/5,2001/5/1,0,"Constraint Violation: The jounral_abbreviation of Row 566 is different from the jounral_abbreviation of Row 869, and The article_language of Row 566 is equal to the article_language of Row 869, and The article_jcreated_at of Row 566 is equal to the article_jcreated_at of Row 869.","(566, 869)"
870,article_jcreated_at,rule_violation,2001/1/2,2001/2/1,0,"Constraint Violation: The jounral_abbreviation of Row 870 is different from the jounral_abbreviation of Row 915, and The article_language of Row 870 is equal to the article_language of Row 915, and The article_jcreated_at of Row 870 is equal to the article_jcreated_at of Row 915.","(870, 915)"
871,article_jcreated_at,rule_violation,2001/1/14,1/14/01,0,"Constraint Violation: The jounral_abbreviation of Row 769 is different from the jounral_abbreviation of Row 871, and The article_language of Row 769 is equal to the article_language of Row 871, and The article_jcreated_at of Row 769 is equal to the article_jcreated_at of Row 871.","(769, 871)"
873,article_jcreated_at,rule_violation,2001/1/5,2001/5/1,0,"Constraint Violation: The article_language of Row 873 is different from the article_language of Row 934, and The article_jcreated_at of Row 873 is equal to the article_jcreated_at of Row 934, and The jounral_abbreviation of Row 873 is equal to the jounral_abbreviation of Row 934.","(873, 934)"
874,article_jcreated_at,rule_violation,2001/1/14,1/14/01,0,"Constraint Violation: The jounral_abbreviation of Row 874 is different from the jounral_abbreviation of Row 938, and The article_language of Row 874 is equal to the article_language of Row 938, and The article_jcreated_at of Row 874 is equal to the article_jcreated_at of Row 938.","(874, 938)"
875,article_jcreated_at,rule_violation,2001/1/4,2001/4/1,0,"Constraint Violation: The id of Row 750 is greater than or equal to the id of Row 875, and The article_language of Row 750 is equal to the article_language of Row 875, and The article_jcreated_at of Row 750 is equal to the article_jcreated_at of Row 875.","(750, 875)"
875,author_list,pattern_violation,"{""D. Russell"",""P. Linck"",""R. Hibbs"",""I. Russell"",""R. Muntz"",""N. H. Williams"",""B. C1  - Fr̴n RCT-șkningen CN  - Pubmed DA  - Dec DO  - 10.1093/fampra/cmh612 DP  - NLM ET  - 2004/11/09 Hounsome"",""R. T. Edwards"",""C. Wilkinson""}","{""D. Russell"",""P. Linck"",""R. Hibbs"",""I. Russell"",""R. Muntz"",""N. H. Williams"",""B. C1  - Frn RCT-s_kningen CN  - Pubmed DA  - Dec DO  - 10.1093/fampra/cmh612 DP  - NLM ET  - 2004/11/09 Hounsome"",""R. T. Edwards"",""C. Wilkinson""}",0,,
878,article_jcreated_at,pattern_violation,2003/1/13,1/13/03,0,,
879,article_jcreated_at,rule_violation,2005/1/1,2001/1/5,0,"Constraint Violation: The journal_issn of Row 534 is different from the journal_issn of Row 879, and The article_jcreated_at of Row 534 is equal to the article_jcreated_at of Row 879, and The jounral_abbreviation of Row 534 is equal to the jounral_abbreviation of Row 879.","(534, 879)"
880,article_jcreated_at,rule_violation,2006/1/3,2001/3/6,0,"Constraint Violation: The jounral_abbreviation of Row 131 is different from the jounral_abbreviation of Row 880, and The article_language of Row 131 is equal to the article_language of Row 880, and The article_jcreated_at of Row 131 is equal to the article_jcreated_at of Row 880.","(131, 880)"
880,author_list,pattern_violation,"{""T Fors̩n"",""J Eriksson"",""C Osmond"",""D Barker""}","{""T Forsn"",""J Eriksson"",""C Osmond"",""D Barker""}",0,,
881,article_title,pattern_violation,Effects on prolongation of Bazett�۪s corrected QT interval of seven second-generation antipsychotics in the treatment of schizophrenia: A meta-analysis,Effects on prolongation of Bazett__s corrected QT interval of seven second-generation antipsychotics in the treatment of schizophrenia: A meta-analysis,0,,
881,article_jcreated_at,rule_violation,2001/1/11,2001/11/1,0,"Constraint Violation: The journal_issn of Row 13 is different from the journal_issn of Row 881, and The article_jcreated_at of Row 13 is equal to the article_jcreated_at of Row 881, and The jounral_abbreviation of Row 13 is equal to the jounral_abbreviation of Row 881.","(13, 881)"
882,article_jcreated_at,rule_violation,2001/1/11,2001/11/1,0,"Constraint Violation: The journal_issn of Row 498 is different from the journal_issn of Row 882, and The article_jcreated_at of Row 498 is equal to the article_jcreated_at of Row 882, and The jounral_abbreviation of Row 498 is equal to the jounral_abbreviation of Row 882.","(498, 882)"
885,article_jcreated_at,rule_violation,2001/1/15,1/15/01,0,"Constraint Violation: The article_language of Row 279 is different from the article_language of Row 885, and The article_jcreated_at of Row 279 is equal to the article_jcreated_at of Row 885, and The jounral_abbreviation of Row 279 is equal to the jounral_abbreviation of Row 885.","(279, 885)"
886,article_jcreated_at,rule_violation,2001/1/6,2001/6/1,0,"Constraint Violation: The article_language of Row 778 is different from the article_language of Row 886, and The article_jcreated_at of Row 778 is equal to the article_jcreated_at of Row 886, and The jounral_abbreviation of Row 778 is equal to the jounral_abbreviation of Row 886.","(778, 886)"
887,article_jvolumn,missing_value,,-1,1,,
887,article_jissue,missing_value,,-1,1,,
888,article_jcreated_at,rule_violation,2001/1/13,1/13/01,0,"Constraint Violation: The jounral_abbreviation of Row 75 is different from the jounral_abbreviation of Row 888, and The article_language of Row 75 is equal to the article_language of Row 888, and The article_jcreated_at of Row 75 is equal to the article_jcreated_at of Row 888.","(75, 888)"
889,article_jcreated_at,rule_violation,2001/1/9,2001/9/1,0,"Constraint Violation: The article_language of Row 551 is different from the article_language of Row 889, and The article_jcreated_at of Row 551 is equal to the article_jcreated_at of Row 889, and The jounral_abbreviation of Row 551 is equal to the jounral_abbreviation of Row 889.","(551, 889)"
891,article_jcreated_at,rule_violation,2001/1/3,2001/3/1,0,"Constraint Violation: The id of Row 449 is greater than or equal to the id of Row 891, and The article_language of Row 449 is equal to the article_language of Row 891, and The article_jcreated_at of Row 449 is equal to the article_jcreated_at of Row 891.","(449, 891)"
892,article_jcreated_at,rule_violation,2001/1/8,2001/8/1,0,"Constraint Violation: The article_language of Row 127 is different from the article_language of Row 892, and The article_jcreated_at of Row 127 is equal to the article_jcreated_at of Row 892, and The jounral_abbreviation of Row 127 is equal to the jounral_abbreviation of Row 892.","(127, 892)"
893,article_jcreated_at,rule_violation,2006/1/12,2001/12/6,0,"Constraint Violation: The jounral_abbreviation of Row 706 is different from the jounral_abbreviation of Row 893, and The article_language of Row 706 is equal to the article_language of Row 893, and The article_jcreated_at of Row 706 is equal to the article_jcreated_at of Row 893.","(706, 893)"
893,author_list,pattern_violation,"{""Gerard H Koppelman"",""Johan C de Jongste"",""Liset E M Elstgeest"",""Henri��tte A Smit"",""Ulrike Gehring"",""Annemien Haveman-Nies"",""Marjan Kerkhof"",""Marga B M Bekkers"",""Alet H Wijga"",""Salome Scholtens""}","{""Gerard H Koppelman"",""Johan C de Jongste"",""Liset E M Elstgeest"",""Henri_tte A Smit"",""Ulrike Gehring"",""Annemien Haveman-Nies"",""Marjan Kerkhof"",""Marga B M Bekkers"",""Alet H Wijga"",""Salome Scholtens""}",0,,
894,article_jcreated_at,rule_violation,2001/1/9,2001/9/1,0,"Constraint Violation: The id of Row 551 is greater than or equal to the id of Row 894, and The article_language of Row 551 is equal to the article_language of Row 894, and The article_jcreated_at of Row 551 is equal to the article_jcreated_at of Row 894.","(551, 894)"
897,article_jcreated_at,rule_violation,2001/1/5,2001/5/1,0,"Constraint Violation: The article_language of Row 345 is different from the article_language of Row 897, and The article_jcreated_at of Row 345 is equal to the article_jcreated_at of Row 897, and The jounral_abbreviation of Row 345 is equal to the jounral_abbreviation of Row 897.","(345, 897)"
899,article_jissue,missing_value,,-1,1,,
899,article_jcreated_at,pattern_violation,2007/1/5,2001/5/7,0,,
