row,name,streetAddress,city,state,zipCode,telephone,website,priceRange,categories,ratingValue,neighborhood
11514,tay ho,2895 Senter Rd Ste 110,San Jose,CA,95111,(408) 629-5229,tayho.com,0,Vietnamese,4,Fairgrounds
11515,star cafe,2001 Gateway Pl Ste 151 E,San Jose,CA,95110,(408) 453-8933,starcafesj.com,0,Sandwiches;Cafes,4.5,North San Jose
11516,the craftsman,399 S 1st St,San Jose,CA,95113,(408) 600-2120,thecraftsmansj.com,1,American (Traditional),4,Downtown
11517,golden garlic,3082 Landess Ave,San Jose,CA,95132,(408) 945-1380,goldengarlics.com,1,Chinese,4,Berryessa
11518,nomikai,48 S 1st St,San Jose,CA,95113,(408) 287-7199,nomikaisj.com,1,Bars;Asian Fusion;Pizza,4,Downtown
11519,tee nee thai cuisine,1423 The Alameda,San Jose,CA,95126,(408) 947-7927,teeneethaisanjose.com,1,Thai,4,Downtown
11520,gaku yakitori,5152 Moorpark Ave Ste 40,San Jose,CA,95129,(408) 973-9144,gaku.sumiyakitori.com,1,Japanese,4,West San Jose
11521,tac-oh!,1384 Lincoln Ave,San Jose,CA,95125,(408) 947-0732,tac-oh.com,1,Mexican,3.5,Willow Glen
11522,jenny__ kitchen,5175 Moorpark Ave Ste 5,San Jose,CA,95129,(408) 996-1199,1199jk.com,0,Chinese,4,West San Jose
11523,harry__ hofbrau,390 Saratoga Ave,San Jose,CA,95129,(408) 243-0434,harryshofbrau.com,1,American (Traditional);Lounges,4,West San Jose
11524,thai spice,1102 Bird Ave,San Jose,CA,95125,(408) 277-7500,thaispicecuisine.com,1,Thai,4,Willow Glen
11525,henry__ world famous hi-life,301 W St John St,San Jose,CA,95110,(408) 295-5414,henryshilife.com,1,Barbeque;Steakhouses,3.5,Downtown
11526,bibo__ ny pizza,1431 Bird Ave,San Jose,CA,95125,(408) 217-9084,bibosnypizza.com,0,Pizza,4.5,Willow Glen
11527,pieology pizzeria,1095 East Brokaw Road Ste. 30,San Jose,CA,95131,(408) 392-8271,pieology.com,0,Pizza,4,North Valley
11528,konjoe burger bar,100 N Almaden Ave Ste 180,San Jose,CA,95110,(408) 418-3160,konjoe.com,1,Burgers,4,Downtown
11529,caspian village,2881 The Villages Pkwy,San Jose,CA,95135,(408) 528-8500,caspianvillage.com,1,Mediterranean;Breakfast & Brunch,4,Evergreen
11530,chennai kings express,457 E San Carlos St,San Jose,CA,95112,(408) 216-9046,chennaikings.us,1,Indian,4,Downtown
11531,blaze fast-fire__ pizza,5353 Almaden Expy,San Jose,CA,95118,(408) 440-2307,blazepizza.com,0,Pizza;Salad;Gluten-Free,4,Cambrian Park
11532,veggie grill,3055 Olin Ave Ste 1030,San Jose,CA,95128,(408) 296-6473,veggiegrill.com,1,Vegetarian;American (New);Vegan,4,West San Jose
11533,bill__ cafe,1115 Willow St,San Jose,CA,95125,(408) 294-1125,billscafe.com,1,Breakfast & Brunch,4,Willow Glen
11534,tai kee won ton,2092 Concourse Dr Ste 1,San Jose,CA,95131,(408) 432-8889,taikeewonton.com,0,Taiwanese,4,North Valley
11535,nemea greek taverna,96 S 1st St,San Jose,CA,95113,(408) 279-4225,nemeagreektaverna.com,1,Greek;Mediterranean,4,Downtown
11536,el maestro,1057 Blossom Hill Rd,San Jose,CA,95123,(408) 266-3211,elmaestrosplace.com,1,Mexican;Breakfast & Brunch,4,Blossom Valley
11537,bistro tupaz,5899 Santa Teresa Blvd Ste 101,San Jose,CA,95123,(408) 578-5860,bistrotupaz.com,1,Modern European;Italian;Bakeries,4,Blossom Valley
11538,vyne bistro,110 Paseo De San Antonio,San Jose,CA,95112,(408) 375-2618,vynebistrosj.com,1,American (New);Wine Bars,4,Downtown
11539,jake__ of willow glen,1074 Lincoln Ave,San Jose,CA,95125,(408) 287-7960,jakesofwillowglen.com,1,Pizza;Sports Bars,4,Willow Glen
11540,korean fusion bbq,255 N  White Rd Ste 102,San Jose,CA,95127,(408) 251-8007,koreanfusionbbq.com,1,Korean;Barbeque,3.5,Alum Rock/East Foothills
11541,bray butcher block and bistro,100 N Almaden Rd Ste 182,San Jose,CA,95110,(408) 418-3106,sanpedrosquaremarket.com/san-_,1,American (New);Barbeque,4,Downtown
11542,bill__ cafe,302 N Bascom Ave,San Jose,CA,95128,(408) 287-2455,billscafe.com,1,American (Traditional);Breakfast & Brunch,4,Rose Garden
11543,"gyros, burgers & more",2638 Union Ave,San Jose,CA,95124,(408) 626-7214,gyrosburgersandmore.com,0,Greek;Mediterranean;Burgers,4,Cambrian Park
11544,paesano ristorante italiano,350 W Julian St Ste 1,San Jose,CA,95110,(408) 217-9327,paesanolittleitaly.com,1,Italian,4,Downtown
11545,jimbo__,170 Jackson St,San Jose,CA,95112,(669) 220-6984,jimbosjtown.com,0,Bakeries;Ice Cream & Frozen Yogurt;Hot Dogs,4,Downtown
11546,faz restaurants & catering,181 E Tasman Dr,San Jose,CA,95134,(408) 684-4002,fazrestaurants.com,1,Mediterranean,4,North San Jose
11547,yeganeh bakery & kafe unik,3275 Stevens Creek Blvd,San Jose,CA,95117,(408) 666-1229,yeganehbakery.com,0,Coffee & Tea;Bakeries;Persian/Iranian;Breakfast & Brunch,4.5,West San Jose
11548,mod pizza,530 Newhall Dr,San Jose,CA,95110,(408) 418-1123,modpizza.com,0,Fast Food;Pizza,4,North San Jose
11549,adelita__ taqueria,1896 Curtner Ave,San Jose,CA,95124,(408) 369-9905,adelitastaqueria.com,0,Mexican;Vegan;Vegetarian,4,Cambrian Park
11550,the sandwich spot,1258 S Bascom Ave,San Jose,CA,95128,(408) 899-8999,thesandwichspot.com,0,Sandwiches;Cafes;Salad,4.5,Willow Glen
11551,yuki sushi,1140 Lincoln Ave Ste 8,San Jose,CA,95125,(408) 287-9854,yukisushi.com,1,Sushi Bars;Japanese,4,Willow Glen
11552,the counter santana row,3055 Olin Ave Ste 1035,San Jose,CA,95128,(408) 423-9200,thecounterburger.com,1,Burgers,4,West San Jose
11553,55 south,55 S 1st St,San Jose,CA,95113,(408) 288-6000,the55south.com,1,Lounges;American (New);Cocktail Bars,4,Downtown
11554,hom korean kitchen,76 E Santa Clara St,San Jose,CA,95113,(408) 703-4777,homkoreankitchen.com,0,Korean,4,Downtown
11555,ziba restaurant,4628 Meridian Ave,San Jose,CA,95124,(408) 267-1288,sjziba.com,1,Persian/Iranian;Middle Eastern,4,Cambrian Park
11556,tomato thyme-willow glen,1560 Hamilton Ave,San Jose,CA,95125,(408) 723-7333,tomato-thyme.com,1,Italian;Pizza,4,Willow Glen
11557,harbor fish & chips,2632 Union Ave,San Jose,CA,95124,(408) 559-4499,harborfishandchips.com,0,Fish & Chips,4,Cambrian Park
11558,elements restaurant,6944 Almaden Expy,San Jose,CA,95120,(408) 927-8773,sanjoseelements.com,1,Vietnamese;Asian Fusion;French,4,Almaden Valley
11559,taurinus brazilian steak house,167 W San Fernando St,San Jose,CA,95113,(408) 294-0110,taurinussteakhouse.com,1,Brazilian;Steakhouses,4,Downtown
11560,in-n-out burger,550 Newhall Dr,San Jose,CA,95110,(800) 786-1000,in-n-out.com,0,Burgers;Fast Food,4,North San Jose
11561,naglee park garage,505 E San Carlos St,San Jose,CA,95112,(408) 286-1100,nagleeparkgarage.com,1,American (New);Caterers,3.5,Downtown
11562,jalisco taqueria,401 S King Rd,San Jose,CA,95106,(408) 923-3610,jaliscotaqueria.com,0,Mexican,4,North Valley
11563,pizza antica,334 Santana Row Ste 1065,San Jose,CA,95128,(408) 557-8373,pizzaantica.com,1,Pizza,4,West San Jose
11564,curry pundits,30 E Santa Clara St Ste 130,San Jose,CA,95113,(408) 295-1000,currypundits.com,0,Indian,4,Downtown
11565,mid gogo,185 Park Ave,San Jose,CA,95113,(408) 271-2828,midgogorestaurant.com,1,Mediterranean;Middle Eastern;Greek,4.5,Downtown
11566,new sam kee restaurant,1942 Aborn Rd,San Jose,CA,95121,(408) 270-0788,newsamkee.com,1,Chinese,4,East San Jose
11567,i java cafe,387 Delmas Ave,San Jose,CA,95126,(408) 753-9732,ijavacafe.com,0,Cafes;Coffee & Tea;Breakfast & Brunch,4,Downtown
11568,la victoria taqueria,140 E San Carlos St,San Jose,CA,95112,(408) 298-5335,lavicsj.com,0,Mexican,3.5,Downtown
11569,trials pub,265 N 1st St,San Jose,CA,95113,(408) 947-0497,trialspub.com,1,Pubs;American (New),4,Downtown
11570,bacalhau grill & trade rite market,1555 Alum Rock Ave,San Jose,CA,95116,(408) 259-6101,bacalhaugrill.com,1,Grocery;Portuguese;Brazilian,4,North Valley
11571,the farmers union,151 W Santa Clara St,San Jose,CA,95113,(408) 277-0545,thefarmersunion.com,1,American (Traditional);Gastropubs,3.5,Downtown
11572,hukilau,230 Jackson St,San Jose,CA,95112,(408) 279-4888,dahukilau.com,1,Hawaiian,3.5,Downtown
11573,chao chi,1657 N Capitol Ave,San Jose,CA,95132,(408) 258-4428,chaochichinesefood.com,0,Chinese;Fast Food,4,Berryessa; North Valley
11574,cafe stritch,374 S 1st St,San Jose,CA,95113,(669) 220-6945,cafestritch.com,1,Cafes;American (New);Music Venues,4,Downtown
11575,kenzo japanese restaurant,5465 Snell Ave,San Jose,CA,95123,(408) 226-2114,kenzosushi.net,1,Japanese;Sushi Bars;Buffets,3.5,Blossom Valley
11576,tequilas taqueria,1056 Leigh Ave,San Jose,CA,95126,(408) 278-1392,tequilastaqueria.com,1,Mexican,4,Willow Glen
11577,seven seas sushi japanese restaurant,130 E Santa Clara St,San Jose,CA,95113,(408) 899-6271,sevenseassushi.com,1,Sushi Bars;Japanese,4,Downtown
11578,bbq boys,830 Jury Ct Ste 2,San Jose,CA,95112,(408) 998-1195,bbqboys.com,1,Caterers;Barbeque,4.5,North Valley
11579,kerrie__ kafe,3052 Orchard Dr,San Jose,CA,95134,(408) 456-3454,kerrieskafe.net,0,Sandwiches,4,North San Jose
11580,aqui cal-mex,1145 Lincoln Ave,San Jose,CA,95125,(408) 995-0381,aquicalmex.com,1,Mexican,4,Willow Glen
11581,top nosh café,1167 Lincoln Ave,San Jose,CA,95125,(408) 995-6674,topnoshsf.com,1,Breakfast & Brunch;Coffee & Tea;Caterers,4,Willow Glen
11582,dry creek grill,1580 Hamilton Ave,San Jose,CA,95125,(408) 264-2011,drycreekgrill.com,1,American (Traditional);Steakhouses,3.5,Willow Glen
11583,dona maria,5758 Santa Teresa Blvd,San Jose,CA,95123,(408) 363-1213,dona-maria-restaurant.com,1,Mexican,4,Blossom Valley
11584,yard house,300 Santana Row,San Jose,CA,95128,(408) 241-9273,yardhouse.com,1,Steakhouses;Seafood;Wine Bars,3.5,West San Jose
11585,tomi sushi,4336 Moorpark Ave,San Jose,CA,95129,(408) 257-4722,tomisushi.us/index.html,1,Japanese;Sushi Bars,4,West San Jose
11586,jade china,2524 Berryessa Rd,San Jose,CA,95132,(408) 923-6288,jadechinarestaurant.com,0,Chinese;Fast Food,4,Berryessa
11587,bibo__ ny pizza,5754B Santa Teresa Blvd,San Jose,CA,95123,(408) 229-2271,bibosnypizza.com,0,Pizza,4.5,Blossom Valley
11588,8elements perfect indian cuisine,1781 E Capitol Expy,San Jose,CA,95121,(408) 270-2577,eightelements.net,1,Indian,4,Evergreen
11589,tony di maggio__ pizza,3852 Monterey Hwy,San Jose,CA,95111,(408) 629-7775,tonydimaggiospizza.com,1,Pizza;Italian,4,Fairgrounds
11590,scrambl__,5055 Almaden Expy,San Jose,CA,95118,(408) 269-2900,scramblz.com,1,Breakfast & Brunch,4,Cambrian Park
11591,izzo restaurant,1701 Lundy Ave Ste 100,San Jose,CA,95131,(408) 392-8293,izzorestaurant.com,1,Taiwanese;Asian Fusion,3.5,North Valley
11592,the boiling crab,71 Curtner Ave Ste 20,San Jose,CA,95125,(408) 297-2322,theboilingcrab.com,1,Cajun/Creole;Seafood,3.5,Fairgrounds
11593,the bread basket,271 E Brokaw Rd,San Jose,CA,95112,(408) 436-8288,thebreadbasketcatering.com,0,Delis,4,North San Jose
11594,le papillon,410 Saratoga Ave,San Jose,CA,95129,(408) 296-3730,lepapillon.com,1,French;Steakhouses,4,West San Jose
11595,the sandwich spot,5126 Stevens Creek Blvd,San Jose,CA,95129,(408) 326-2355,thesandwichspot.com,0,Sandwiches,4,West San Jose
11596,original joe__ san jose,301 S 1st St,San Jose,CA,95113,(408) 292-7030,originaljoes.com,1,Italian;Steakhouses,3.5,Downtown
11597,crepevine,1100 Lincoln avenue Suite 180,San Jose,CA,95125,(408) 297-1100,crepevine.com,1,American (New);Breakfast & Brunch;Creperies,3.5,Willow Glen
11598,iguanas,330 S 3rd St,San Jose,CA,95112,(408) 271-9772,burritozilla.com,0,Mexican,3.5,Downtown
11599,big t__ seafood market bar,1694 Tully Rd Ste B,San Jose,CA,95122,(408) 824-1934,bigtsseafoodmarketbar.com,1,Live/Raw Food;Seafood;Ramen,3.5,East San Jose
11600,blue water seafood & crab,860 Willow St Ste 100,San Jose,CA,95125,(408) 289-8879,bluewaterseafoodandcrab.com,1,"Seafood;Fish & Chips;Beer, Wine & Spirits",3.5,Willow Glen
11601,hawaiian drive inn,1095 Tully Rd,San Jose,CA,95122,(408) 292-0788,hawaiiandriveinnsanjose.com,0,Hawaiian,4,East San Jose
11602,enjoy seoul,979 Story Rd Ste 7057,San Jose,CA,95122,(408) 885-1298,enjoyseoul.orengeo.com,1,Korean;Sushi Bars;Japanese,3.5,East San Jose
11603,dosa & curry cafe,345 S 4th St,San Jose,CA,95112,(408) 294-1000,dosaandcurry.com,0,Indian,3.5,Downtown
11604,whispers cafe and creperie,150 S  2nd St,San Jose,CA,95113,(408) 297-2850,whisperscafe.com,1,Creperies;Breakfast & Brunch;Cafes,3.5,Downtown
11605,the happy hooligans,1711 Branham Ln Ste A9,San Jose,CA,95118,(408) 694-0740,happy-hooligans.com,1,Vegetarian;Vegan,4,Cambrian Park
11606,fish__ wild,1554 Saratoga Ave Ste 405,San Jose,CA,95129,(408) 378-3818,fishiswild.com,1,Seafood,4,West San Jose
11607,antojitos los tres poblanitos,307 Phelan,San Jose,CA,95112,(408) 417-3740,lostrespoblanitos.com,0,Mexican;Food Stands,5,Fairgrounds
11608,china inn,1401 The Alameda Ste 10,San Jose,CA,95126,(408) 288-5339,chinainnsj.com,0,Chinese,3.5,Downtown
11609,sa-by thai cuisine,346 E William St,San Jose,CA,95112,(408) 286-5807,sabythai.com,0,Thai,3.5,Downtown
11610,orchestria palm court,27 E William St,San Jose,CA,95112,(408) 288-5606,orchestriapalmcourt.com,1,American (Traditional);Italian,4,Downtown
11611,in-n-out burger,2950 E Capitol Expy,San Jose,CA,95148,(800) 786-1000,in-n-out.com,0,Burgers;Fast Food,4,East San Jose
11612,sa-by thai,404 S 2nd St,San Jose,CA,95112,(408) 292-3900,sabythai.com,1,Thai,3.5,Downtown
11613,cafe eden,2 N 1st St,San Jose,CA,95113,(408) 753-1139,cafeedendowntown.com,1,Mediterranean;Soup;Sandwiches,4.5,Downtown
11614,ma__ restaurant,1715 Lundy Ave,San Jose,CA,95131,(408) 437-2499,mas-restaurant.com,1,Chinese,3.5,North Valley
11615,plant based pizza,1111 Meridian Ave,San Jose,CA,95125,(669) 254-2660,plantbasedpizza.com,1,Pizza;Vegan;Vegetarian,4,Willow Glen
11616,high five pizza,171 Branham Ln Ste 1,San Jose,CA,95136,(408) 629-6800,hi5catering.com,1,Pizza;Barbeque;Sandwiches,4,Blossom Valley
11617,loroco salvadorian,2180 Monterey Hwy,San Jose,CA,95112,(408) 600-9061,lorocosalvadorian.com,0,Salvadoran,4.5,Fairgrounds
11618,cafe sun,1734 N 1st St Ste A,San Jose,CA,95112,(510) 475-0133,cafesun.net,0,Delis;Coffee & Tea,4.5,North San Jose
11619,amato__ cheesesteaks,1162 Saratoga Ave,San Jose,CA,95129,(408) 246-4007,amatoscheesesteaks.com,0,Sandwiches;Cheesesteaks,4,West San Jose
11620,bill__ cafe,5631 Cottle Rd,San Jose,CA,95123,(408) 629-2400,Billscafe.com,1,Breakfast & Brunch;American (Traditional),4,Santa Teresa
11621,takai sushi and sake bar,170 S Market St,San Jose,CA,95113,(408) 998-1900,fairmont.com/san-jose/dining/_,1,Sushi Bars,5,Downtown
11622,plaza garibaldi restaurant,1170 E Santa Clara St,San Jose,CA,95116,(408) 298-0121,plazagaribaldisanjose.com,1,Mexican,4,Downtown
11623,amato__ cheesesteaks,2306 Almaden Rd,San Jose,CA,95125,(408) 264-4001,amatoscheesesteaks.com,1,Specialty Food;American (Traditional);Steakhouses,4,Willow Glen
11624,las cazuelas restaurant,55 Race St,San Jose,CA,95126,(408) 293-0115,lascazuelastaqueria.com,1,Mexican;Breakfast & Brunch,4,Downtown
11625,patxi__ pizza,3350 Zanker Rd Ste 30,San Jose,CA,95134,(408) 526-1999,patxispizza.com,1,Pizza;Italian,4,North San Jose
11626,so gong dong tofu house,491 Saratoga Ave,San Jose,CA,95129,(408) 261-3255,saratogatofuhouse.com,1,Korean,4,West San Jose
11627,zeni ethiopian restaurant,1320 Saratoga Ave,San Jose,CA,95129,(408) 615-8282,zeniethiopianrestaurant.com,1,Ethiopian,4,West San Jose
11628,dona maria,3974 S Bascom Ave,San Jose,CA,95124,(408) 559-1768,dona-maria-restaurant.com,0,Mexican,4,Cambrian Park
11629,muchos! taqueria,72 E Santa Clara St,San Jose,CA,95113,(408) 277-0333,muchostaqueria.com,0,Mexican,4,Downtown
11630,sp2 communal bar + restaurant,72 N Almaden Ave,San Jose,CA,95110,(408) 299-2000,sp2sanjose.com,1,Bars;American (Traditional);Venues & Event Spaces,3.5,Downtown
11631,sajj,4140 N 1st St Ste 10,San Jose,CA,95134,(408) 944-9022,sajjstreeteats.com,0,Falafel;Halal,4,North San Jose
11632,good karma artisan ales & café,37 S 1st St,San Jose,CA,95113,(408) 294-2694,goodkarmavegancafe.com,0,Vegetarian;Vegan;Pubs,4,Downtown
11633,vino vino,87 N San Pedro St Ste 105,San Jose,CA,95110,(408) 703-2333,vinovinobar.com,1,Wine Bars;American (New),4,Downtown
11634,el parian,1505 S Winchester Blvd,San Jose,CA,95128,(408) 379-1407,elpariansj.com,1,Mexican;Seafood,4.5,West San Jose
11635,teske__ germania restaurant & beer garden,255 N 1st St,San Jose,CA,95113,(408) 292-0291,teskes-germania.com,1,German;Bars,3.5,Downtown
11636,mod pizza,5670 Cottle Rd,San Jose,CA,95123,(669) 400-5375,modpizza.com,0,Pizza;Fast Food,4,Santa Teresa
11637,smashburger,579 Coleman Ave Ste 50,San Jose,CA,95110,(408) 791-3400,smashburger.com,0,Burgers,3.5,Downtown
11638,green bites cafe,1290 S Bascom Ave Ste A,San Jose,CA,95128,(408) 292-1440,greenbitescafe.com,0,Cafes;Creperies,4,Willow Glen
11639,tugboat fish and chips,658 Blossom Hill Rd,San Jose,CA,95123,(408) 225-8983,tugboatfishandchipssanjose.com,0,Seafood;Fish & Chips,4,Blossom Valley
11640,bun bo hue,2871 Senter Rd,San Jose,CA,95111,(408) 629-4212,bunbohuesenter.com,0,Vietnamese,4,Fairgrounds
11641,sonoma chicken coop,90 Skyport Dr Ste 100,San Jose,CA,95110,(408) 392-0212,sonomachickencoop.com,1,American (New),3.5,North San Jose
11642,roots and rye,"Santana Row 3055 Olin Ave, Ste 1005",San Jose,CA,95128,(408) 429-2909,rootsandrye.com,1,"Beer, Wine & Spirits;American (New)",3.5,West San Jose
11643,aqui cal-mex,5679 Snell Ave,San Jose,CA,95123,(408) 362-3456,aquicalmex.com,1,Mexican;Tex-Mex;Breakfast & Brunch,4,Blossom Valley
11644,lanna thai,2043 Camden Ave,San Jose,CA,95124,(408) 626-7718,lannathaisanjose.com,1,Thai,3.5,Cambrian Park
11645,yas restaurant,1138 Saratoga Ave,San Jose,CA,95129,(408) 241-5115,yaasrestaurant.com,1,Persian/Iranian,4,West San Jose
11646,king egg roll,980 Lundy Ave,San Jose,CA,95133,(408) 729-8307,kingeggroll.com,0,Vietnamese;Dim Sum,4,North Valley
11647,johnny garlic__,101 Curtner Ave Ste 60,San Jose,CA,95125,(408) 217-8441,johnnygarlics.com,1,American (New),3,Fairgrounds
11648,chiaramonte__ deli & sausages,609 N 13th St,San Jose,CA,95112,(408) 295-0943,chiaramontes.com,0,Delis;Italian;Sandwiches,4,Downtown
11649,hunan taste restaurant,998 N 4th St,San Jose,CA,95112,(408) 295-1186,hunantaste.net,1,Chinese,4,Downtown
11650,habana cuba,238 Race St,San Jose,CA,95126,(408) 998-2822,998cuba.com,1,Cuban,3.5,Downtown
11651,layang layang,1480 S De Anza Blvd,San Jose,CA,95129,(408) 777-8897,layanglayang.us,1,Malaysian,3.5,West San Jose
11652,chick-fil-a,2280 Monterey Rd,San Jose,CA,95111,(408) 975-6102,chick-fil-a.com,0,Fast Food,3.5,Fairgrounds
11653,julio__ fresh mex,5978 Silver Creek Valley Rd Ste 25,San Jose,CA,95138,(408) 365-3828,juliosfreshmex.com,0,Mexican,4.5,Santa Teresa
11654,vegetarian house,520 E Santa Clara St,San Jose,CA,95112,(408) 292-3798,vegetarianhouse.us,1,Vegetarian;Asian Fusion;Vegan,4,Downtown
11655,mini gourmet,599 S Bascom Ave,San Jose,CA,95128,(408) 275-8973,minigourmetrestaurant.com,1,American (Traditional);Diners;Breakfast & Brunch,3.5,Willow Glen
11656,pho 24,747 S Winchester Blvd,San Jose,CA,95128,(408) 248-2838,pho24sanjose.com,0,Vietnamese;Specialty Food,3.5,West San Jose
11657,fourth street bowl coffee shop,1441 N 4th St,San Jose,CA,95112,(408) 453-1750,4thstreetbowl.com,0,American (Traditional),4,North San Jose
11658,"santo market, inc.",245 E Taylor St,San Jose,CA,95112,(408) 295-5406,santomarket.com,0,Grocery;Delis,4,Downtown
11659,chaat cafe,834 Blossom Hill Rd.,San Jose,CA,95123,(408) 225-2233,chaatcafes.com,0,Indian;Fast Food;Asian Fusion,4,Blossom Valley
11660,chocatoo,100 N Almaden Ave Ste 166,San Jose,CA,95110,(408) 564-6953,chocatoo.com,0,Cafes;Desserts,4,Downtown
11661,jade cathay,1339 N 1st St,San Jose,CA,95112,(408) 392-9388,jadecathay.com,1,Dim Sum;Cantonese,3.5,North San Jose
11662,#1 chinese kitchen,5585 Snell Ave,San Jose,CA,95123,(408) 363-8989,chinesekitchensanjose.com/ind_,0,Chinese,4,Blossom Valley
11663,heartbeat cafe,14392 Union Ave,San Jose,CA,95124,(408) 369-9078,heartbeatcafe.com,0,Coffee & Tea;Delis,4,Cambrian Park
11664,pizza bocca lupo,87 N San Pedro St Ste 133,San Jose,CA,95110,(408) 289-1775,pizzaboccalupo.com,1,Pizza;Italian,4,Downtown
11665,main street burgers,1100 Lincoln Ave Ste 160,San Jose,CA,95125,(408) 645-5571,mainstburgers.com,1,Burgers,3.5,Willow Glen
11666,la costa del sol,2951 Monterey Rd Ste 60,San Jose,CA,95111,(408) 226-5300,lacostadelsolsanjose.com,0,Latin American;Caterers,4,Fairgrounds
11667,isabella__ restaurant,700 S Winchester Blvd,San Jose,CA,95128,(408) 248-7378,isabellasrestaurantsanjose.com,1,Latin American;Peruvian;Seafood,3.5,West San Jose
11668,fogo de chão brazilian steakhouse,377 Santana Row,San Jose,CA,95128,(408) 244-7001,Fogo.com,1,Brazilian;Steakhouses;Seafood,3.5,West San Jose
11669,ramen yamadaya,1516 N 4th St,San Jose,CA,95112,(408) 441-0510,ramen-yamadaya.com,1,Ramen,3.5,North San Jose
11670,dolcetto cafe and market,1399 Lincoln Ave,San Jose,CA,95125,(408) 816-7829,dolcettocafeandmarket.com,1,Cafes,4,Willow Glen
11671,smokeeaters,29 S 3rd St,San Jose,CA,95113,(408) 293-9976,smoke-eaters.com,1,Chicken Wings,3.5,Downtown
11672,philly__ cheesesteaks & wings,2561 N 1st St,San Jose,CA,95131,(408) 954-8492,sjphillys.com,0,Sandwiches;Cheesesteaks;Chicken Wings,3.5,North San Jose
11673,tomi seafood buffet,2200 Eastridge Loop Ste 2074,San Jose,CA,95122,(408) 239-1000,tomiseafoodbuffet.com,1,Buffets;Seafood;Asian Fusion,3.5,East San Jose
11674,beach hut deli,2081 Camden Ave,San Jose,CA,95124,(408) 559-7873,beachhutdeli.com,1,Sandwiches,4,Cambrian Park
11675,stumpy__ burgers fries and dogs,1163 Lincoln Ave,San Jose,CA,95125,(408) 638-7960,eatatstumpys.com,1,Burgers;Hot Dogs,3.5,Willow Glen
11676,eat viet,3730 N 1st St Ste 110,San Jose,CA,95134,(408) 577-1185,eat-viet.com,0,Vietnamese;Asian Fusion,4,North San Jose
11677,taqueria lorena__,854 N 13th St,San Jose,CA,95112,(408) 920-0551,taquerialorenas.com,0,Mexican,4,Downtown
11678,mod pizza,5263 Prospect Rd,San Jose,CA,95129,(408) 610-5411,modpizza.com,0,Fast Food;Pizza,4,West San Jose
11679,clover bakery &  café,4342 Moorpark Ave Ste A,San Jose,CA,95129,(408) 257-3412,cloverbakery.com,0,Bakeries;Cafes,4,West San Jose
11680,flames eatery & bar,88 S 4th St,San Jose,CA,95112,(408) 971-1960,flameseatery.com,1,Diners;Sports Bars;Breakfast & Brunch,3.5,Downtown
11681,ramen tenma,487 Saratoga Ave,San Jose,CA,95129,(408) 557-8799,ramentenma.com,1,Ramen,4,West San Jose
11682,sj kabob,6055 Meridian Ave Ste 100,San Jose,CA,95120,(408) 997-8522,sjkabob.com,1,Halal;Middle Eastern;Persian/Iranian;Mediterranean,4,Almaden Valley
11683,pizza my heart,1661 Airport Blvd,San Jose,CA,95110,(408) 453-5340,pizzamyheart.com,0,Pizza;Vegetarian,4,North San Jose
11684,sweet basil,3005 Silver Creek Rd Ste 164,San Jose,CA,95121,(408) 238-2826,sweetbasilcorp.com,0,Thai,3.5,East San Jose
11685,specialty__ cafe & bakery,2580 N 1st St,San Jose,CA,95131,(877) 502-2837,specialtys.com,0,Bakeries;Coffee & Tea;Sandwiches,4,North San Jose
11686,ming__ garden,1431 Foxworthy Ave,San Jose,CA,95118,(408) 978-1969,mingsgardenwillowglen.com,0,Chinese,4,Willow Glen
11687,the tamale factory,233 S White Rd Ste C,San Jose,CA,95127,(408) 729-1846,tamalefactorysj.com,0,Mexican,4,Alum Rock/East Foothills
11688,kumako,211 Jackson St,San Jose,CA,95112,(408) 286-2111,japantownsanjose.org/kumako_r_,1,Japanese,3,Downtown
11689,john__ of willow glen,1238 Lincoln Ave,San Jose,CA,95125,(408) 998-1440,johnsxlntfoods.com,1,Greek,3.5,Willow Glen
11690,pho viet,1092 N 1st St,San Jose,CA,95112,(408) 278-9904,phovietsanjose.com,0,Vietnamese;Juice Bars & Smoothies;Seafood,3.5,Downtown
11691,hawaiian drive inn,304 E Santa Clara St Ste B,San Jose,CA,95113,(408) 275-9888,hawaiiandriveinnsanjose.com,0,Hawaiian,3.5,Downtown
11692,potato corner,925 Blossom Hill Rd,San Jose,CA,95123,(408) 578-2912,potatocornerusa.com,0,Fast Food;Specialty Food;Chicken Wings,4,Blossom Valley
11693,cafe rosalena,1077 The Alameda,San Jose,CA,95126,(408) 287-2400,caferosalenasanjose.com,0,Breakfast & Brunch;American (Traditional),3.5,Downtown
11694,almaden sushi,6471 Almaden Expy Ste 70,San Jose,CA,95120,(408) 997-2024,almadensushi.com,1,Sushi Bars;Japanese,4,Almaden Valley
11695,billy berk__,99 S 1st St,San Jose,CA,95113,(408) 292-4300,billyberks.com,1,American (New);Sports Bars,3.5,Downtown
11696,la victoria taqueria,131 W Santa Clara St,San Jose,CA,95113,(408) 993-8230,lavicsj.com,0,Mexican,3.5,Downtown
11697,petite baguette,5685 Cottle Rd,San Jose,CA,95123,(408) 229-8887,petitebaguette.com,0,Creperies;Bakeries;Cafes,4,Santa Teresa
11698,the old spaghetti factory,51 North San Pedro,San Jose,CA,95110,(408) 288-7488,osf.com,1,Italian,3,Downtown
